ECG-mV,EMG-mV,foot_GSR-mV,hand_GSR-mV,HR-bpm,marker-mV,RESP-mV
0.08821320446708135,0.249,-5.120348383426818,-3.745040374642822,78.0,11.38,-0.09678102477168285
-0.08049999469215141,0.228,-5.120348383426813,-3.746040374642812,78.0,11.38,-0.09240476494192881
-0.07929733347690003,0.228,-5.123348383426819,-3.7470403746428143,78.0,11.38,-0.11801893711960118
-0.0651556380390479,0.249,-5.123348383426819,-3.7480403746428244,78.0,11.38,-0.153622549878607
-0.07102495251589754,0.249,-5.123348383426818,-3.7510403746428267,78.0,11.38,-0.26921461557438225
-0.08383296817778124,0.228,-5.123348383426819,-3.7510403746428147,78.0,11.38,-0.28479415075983927
-0.09348986117068137,0.228,-5.1233483834268165,-3.7530403746428114,78.0,11.38,-0.2503601765989702
-0.08089333958508672,0.352,-5.12534838342681,-3.7530403746428123,78.0,11.38,-0.2359117192777065
0.2110662964236073,0.767,-5.125348383426815,-3.7560403746428217,78.0,11.38,-0.2014478104118519
-0.05349873236957484,0.249,-5.1243483834268115,-3.7570403746428216,78.0,11.38,-0.19696748745160836
-0.019478228554110452,0.228,-5.125348383426817,-3.7580403746428166,78.0,11.38,-0.11246979408246656
0.10923192775469469,0.249,-5.127348383426816,-3.758040374642823,76.0,11.38,-0.11795378062194438
0.1077263355957843,0.249,-5.128348383426827,-3.7600403746428257,76.0,11.38,-0.04341850441194586
-0.040912668681943,0.269,-5.128348383426818,-3.761040374642821,76.0,11.38,0.05113696979372137
-0.06161699330897304,0.228,-5.128348383426813,-3.7610403746428167,76.0,11.38,0.1457135694470269
-0.05233398747339899,0.269,-5.129348383426813,-3.763040374642814,76.0,11.38,0.19031221382894903
-0.03602685902488785,0.228,-5.132348383426812,-3.7660403746428077,76.0,11.38,0.2749338136787074
-0.05167435096972817,0.29,-5.132348383426817,-3.766040374642816,76.0,11.38,0.2695792708292356
-0.0912697419616594,0.269,-5.130348383426821,-3.7680403746428155,76.0,11.38,0.37424947784943946
0.20218074013110884,0.829,-5.132348383426821,-3.768040374642828,76.0,11.38,0.48894531769347316
-0.06434001671885667,0.331,-5.133348383426814,-3.7700403746428193,76.0,11.38,0.5936676633575655
-0.026857587306863086,0.269,-5.133348383426822,-3.770040374642822,76.0,11.38,0.6884173775445167
0.03459663785327579,0.269,-5.1333483834268065,-3.773040374642811,81.0,11.38,0.7531953123363897
0.144988191882411,0.269,-5.133348383426817,-3.7730403746428203,81.0,11.38,0.8380023088756582
0.019282232770224266,0.249,-5.135348383426818,-3.7740403746428073,81.0,11.38,0.9328391970550909
-0.05755391572196038,0.249,-5.135348383426817,-3.7750403746428165,81.0,11.38,1.0377067952168058
-0.04154849274213739,0.269,-5.13534838342682,-3.7770403746428207,81.0,11.38,1.1026059098605527
-0.013723390859099944,0.249,-5.135348383426818,-3.778040374642823,81.0,11.37,1.1475373353617049
-0.05609268044472885,0.29,-5.135348383426807,-3.7780403746428193,81.0,11.38,1.1925018536989402
-0.08966161750845814,0.331,-5.138348383426812,-3.7800403746428155,81.0,11.38,1.2275002341919605
0.21857383913539052,0.767,-5.138348383426815,-3.782040374642817,81.0,11.38,1.2225332332494299
-0.05137300060147478,0.331,-5.138348383426818,-3.7840403746428257,81.0,11.38,1.1776015941271563
-0.02448007670631342,0.249,-5.138348383426821,-3.785040374642821,81.0,11.38,1.112706046696662
0.045282454671601816,0.228,-5.1393483834268165,-3.788040374642822,85.0,11.38,1.027847307224186
0.13795086862108244,0.311,-5.1403483834268195,-3.7880403746428235,85.0,11.38,0.953026078160195
-0.024433790686429483,0.29,-5.140348383426816,-3.790040374642819,85.0,11.38,0.8782430479392553
-0.06582759330678448,0.249,-5.140348383426816,-3.790040374642822,85.0,11.38,0.823498890790495
-0.05218573220781327,0.228,-5.140348383426815,-3.7930403746428163,85.0,11.38,0.7287942665583069
-0.03946455860472263,0.29,-5.140348383426814,-3.794040374642813,85.0,11.37,0.6041298205334318
-0.055623546714231684,0.29,-5.143348383426815,-3.795040374642816,85.0,11.37,0.48950618329412104
-0.09962709643949763,0.311,-5.143348383426825,-3.795040374642821,85.0,11.37,0.3949239705573039
0.2085539078651991,0.787,-5.14334838342682,-3.7980403746428224,85.0,11.38,0.3203837830395825
-0.06705914861408448,0.249,-5.143348383426812,-3.7990403746428165,85.0,11.37,0.23588620632795798
-0.042453491315311745,0.249,-5.143348383426811,-3.800040374642815,85.0,11.37,0.17143181076001335
0.019374564733159533,0.207,-5.1453483834268114,-3.803040374642813,83.0,11.37,0.11702115131331037
0.13841955359137217,0.249,-5.145348383426826,-3.8050403746428305,83.0,11.38,0.09265476750395307
0.014667211946037343,0.228,-5.145348383426825,-3.805040374642823,83.0,11.37,0.08833318329386453
-0.06290477399456978,0.228,-5.147348383426823,-3.808040374642821,83.0,11.37,0.08405690700675317
-0.050325667150535436,0.249,-5.148348383426813,-3.8080403746428155,83.0,11.37,0.0598264312524317
-0.05163027801620807,0.269,-5.148348383426811,-3.8090403746428145,83.0,11.37,-0.024357767140723463
-0.022857329825245274,0.228,-5.1483483834268275,-3.81204037464283,83.0,11.37,-0.11849522718546679
-0.06104766684999443,0.249,-5.148348383426812,-3.8130403746428185,83.0,11.37,-0.15258550378762759
-0.0892423882052425,0.311,-5.148348383426824,-3.8150403746428228,83.0,11.37,-0.19662816779071812
0.23051900825510616,0.746,-5.150348383426813,-3.815040374642821,83.0,11.37,-0.21062280601323013
-0.04279961108665733,0.29,-5.150348383426819,-3.818040374642826,83.0,11.37,-0.2445690212790701
-0.01722942360119639,0.249,-5.150348383426811,-3.819040374642819,83.0,11.37,-0.2784664324412339
0.05220470136024053,0.249,-5.150348383426824,-3.820040374642819,78.0,11.37,-0.2923146743990107
0.1614852562304215,0.249,-5.153348383426809,-3.8220403746428024,78.0,11.37,-0.30611339810883775
0.0026028071189411655,0.29,-5.153348383426813,-3.822040374642812,78.0,11.37,-0.3298622705891978
-0.04844366436228833,0.207,-5.1533483834268194,-3.8230403746428183,78.0,11.37,-0.3535609749195444
-0.038646800809049156,0.249,-5.1533483834268194,-3.825040374642824,78.0,11.37,-0.3672092102336628
-0.04699128469305851,0.269,-5.153348383426824,-3.827040374642818,78.0,11.37,-0.4308066917074619
-0.05645460779268227,0.269,-5.155348383426818,-3.828040374642818,78.0,11.37,-0.47435315054153915
-0.019008156716634476,0.269,-5.155348383426821,-3.8280403746428187,78.0,11.37,-0.5178483339385928
-0.06861856318243141,0.269,-5.155348383426814,-3.8290403746428203,78.0,11.37,-0.531292005075876
-0.06824925642299873,0.352,-5.155348383426826,-3.8320403746428258,78.0,11.37,-0.5446839430727959
0.22213785334619793,0.684,-5.157348383426812,-3.8330403746428123,78.0,11.37,-0.5480239429538891
-0.04541936327910315,0.249,-5.158348383426822,-3.833040374642826,78.0,11.37,-0.5413118156071549
-0.013884969649203393,0.186,-5.1583483834268185,-3.833040374642824,78.0,11.37,-0.5445473877379546
0.071773422246694,0.228,-5.158348383426817,-3.833040374642823,72.0,11.37,-0.5377305018185115
0.15158320885066467,0.269,-5.1583483834268185,-3.83504037464282,72.0,11.37,-0.5408610160330997
-0.02843441245456306,0.249,-5.159348383426815,-3.835040374642812,72.0,11.37,-0.5339388042189784
-0.05426536247972267,0.249,-5.160348383426818,-3.835040374642823,72.0,11.37,-0.5269637558031475
-0.04990327110065105,0.249,-5.160348383426817,-3.8380403746428216,72.0,11.37,-0.4799357757348675
-0.06134971464856145,0.269,-5.160348383426824,-3.8380403746428278,72.0,11.37,-0.47285478441401124
-0.04161409031830203,0.249,-5.160348383426817,-3.840040374642811,72.0,11.37,-0.42572071761525393
-0.0717131341589294,0.228,-5.160348383426811,-3.8400403746428142,72.0,11.37,-0.3585335264080429
-0.10067010492763018,0.269,-5.163348383426818,-3.8400403746428196,72.0,11.37,-0.27129317707236844
0.21448632921962973,0.849,-5.163348383426809,-3.842040374642815,72.0,11.37,-0.19399965101024205
-0.056276548812012765,0.29,-5.1633483834268254,-3.842040374642824,72.0,11.37,-0.08665294465279341
-0.027993958290196998,0.29,-5.163348383426811,-3.8430403746428166,72.0,11.37,0.02074693063692999
0.045298043406974214,0.249,-5.164348383426819,-3.8430403746428268,76.0,11.37,0.11819994866573816
0.14656426798180142,0.269,-5.165348383426815,-3.8430403746428197,76.0,11.37,0.19570606851660938
-0.01622792956785643,0.249,-5.16534838342683,-3.8430403746428237,76.0,11.37,0.28326523465967157
-0.06310708445410591,0.29,-5.165348383426814,-3.8450403746428146,76.0,11.37,0.3808773770678167
-0.04709623348035269,0.269,-5.1653483834268235,-3.8450403746428203,76.0,11.37,0.4385424113371705
-0.053211766835604746,0.249,-5.165348383426812,-3.845040374642813,76.0,11.37,0.4962602388124513
-0.028462572523035426,0.269,-5.167348383426826,-3.8450403746428243,76.0,11.37,0.5740307467172123
-0.08884951307402601,0.228,-5.168348383426821,-3.8450403746428203,76.0,11.37,0.6618538082891213
0.12463474008731715,0.725,-5.168348383426818,-3.845040374642825,76.0,11.37,0.739729282920261
0.018005504657162018,0.539,-5.16834838342682,-3.848040374642813,76.0,11.37,0.8176570163024973
-0.03971447628478283,0.311,-5.168348383426819,-3.8480403746428147,76.0,11.37,0.8656368405779197
0.08750406173474003,0.269,-5.170348383426809,-3.848040374642816,80.0,11.37,0.9236685744943238
0.12969569657595748,0.269,-5.170348383426809,-3.8480403746428116,80.0,11.37,0.9617520235657925
0.07989885693195484,0.207,-5.170348383426817,-3.8500403746428202,80.0,11.37,0.9398869802381495
-0.06284583413953132,0.207,-5.170348383426818,-3.8500403746428176,80.0,11.37,0.8880732240594289
-0.05349734034124301,0.249,-5.17034838342682,-3.853040374642815,80.0,11.37,0.7863105218551212
-0.056016042943852935,0.228,-5.1733483834268075,-3.854040374642816,80.0,11.37,0.5445986279080393
-0.04436554373353093,0.228,-5.173348383426817,-3.855040374642818,80.0,11.37,0.5329372841427865
-0.05751436325119708,0.249,-5.173348383426805,-3.8560403746428134,80.0,11.37,0.46132622031455145
-0.09743746140520022,0.29,-5.173348383426817,-3.857040374642815,80.0,11.37,0.36976515420209355
0.2158824854543418,0.704,-5.174348383426813,-3.8590403746428166,80.0,11.37,0.2882537918046556
-0.06554589288301761,0.373,-5.175348383426818,-3.8600403746428182,80.0,11.37,0.226791827542528
-0.04072329431095441,0.228,-5.175348383426817,-3.8620403746428167,80.0,11.37,0.16537894446110488
0.019339995249298317,0.228,-5.1753483834268215,-3.8620403746428185,80.0,11.37,0.11401481443810768
0.13662422951175082,0.29,-5.175348383426817,-3.865040374642817,80.0,11.37,0.032699098393806414
0.021100716008403006,0.207,-5.175348383426813,-3.8650403746428146,80.0,11.37,-0.038568553496076796
-0.06426730070878511,0.29,-5.178348383426813,-3.8670403746428117,80.0,11.37,-0.09978850158510122
-0.04852341969504238,0.269,-5.178348383426818,-3.8670403746428157,80.0,11.37,-0.15096111653870686
-0.050716574962729744,0.29,-5.178348383426815,-3.8690403746428226,80.0,11.37,-0.2520867791149688
-0.05789929660794858,0.228,-5.178348383426819,-3.871040374642818,80.0,11.37,-0.3131658799437529
