ECG-mV,EMG-mV,foot_GSR-mV,hand_GSR-mV,HR-bpm,marker-mV,RESP-mV,is_valid
4.50571226522282,0.207,-2.001794544240809,-2.749621040174782,78.0,9.65,-0.7553605030458115,True
3.722737918718411,0.228,-2.0017945442408145,-2.749621040174783,78.0,9.63,-0.9983916298135009,True
3.0093661939771774,0.186,-2.0017945442408083,-2.7496210401747816,78.0,9.63,-1.2615218325014883,True
2.336254446492318,0.207,-2.001794544240811,-2.7496210401747856,78.0,9.63,-1.5747544732985044,True
1.7216532498550967,0.207,-2.0017945442408105,-2.749621040174784,78.0,9.63,-1.8280928786645,True
1.2162291420412552,0.249,-2.0017945442408114,-2.7496210401747825,78.0,9.63,-2.0115403378177947,True
0.6319347546295052,0.207,-2.0017945442408056,-2.74962104017478,78.0,9.63,-2.125100101246509,True
0.25192892859983307,0.29,-2.0017945442408127,-2.7496210401747883,78.0,9.65,-2.2387753792457072,True
0.11554787677277235,0.58,-2.0017945442408083,-2.7496210401747856,78.0,9.63,-2.402569340481738,True
-0.3786730978107756,0.207,-2.0017945442408096,-2.7496210401747816,78.0,9.63,-2.536485110585189,True
-0.518929326595184,0.207,-2.001794544240811,-2.749621040174781,78.0,9.63,-2.640525770773766,True
-0.5020313606240069,0.228,-2.001794544240808,-2.7496210401747865,78.0,9.63,-2.7246943565063635,True
-0.6892491176435985,0.207,-2.0017945442408105,-2.7496210401747825,78.0,9.65,-2.808993856169632,True
-0.9721214040005709,0.249,-2.001794544240811,-2.7496210401747794,78.0,9.63,-2.903427209797991,True
-0.9612375295803478,0.228,-2.001794544240812,-2.749621040174784,78.0,9.63,-2.9379973078283426,True
-0.909998408224635,0.207,-2.002794544240812,-2.749621040174783,78.0,9.63,-2.9927069898902916,True
-0.8253649615576645,0.186,-2.0017945442408096,-2.7496210401747856,78.0,9.65,-3.057559043632976,True
-0.7046018120005274,0.207,-2.0027945442408113,-2.7496210401747825,78.0,9.65,-3.082556203589176,True
-0.5270241606951888,0.186,-2.0037945442408125,-2.749621040174786,78.0,9.63,-3.0677011500773825,True
-0.32475540638938344,0.373,-2.003794544240808,-2.749621040174784,78.0,9.63,-2.992996508142709,True
0.05149751150808598,0.622,-2.0037945442408094,-2.7496210401747807,78.0,9.63,-2.8384448465369774,True
0.009644844602376393,0.539,-2.0037945442408094,-2.74962104017478,78.0,9.63,-2.5940486767385895,True
0.04338560176535893,0.186,-2.0037945442408125,-2.749621040174786,78.0,9.65,-2.279810452012575,True
0.2503458137778116,0.186,-2.0037945442408125,-2.749621040174785,78.0,9.63,-1.945732566511098,True
0.5321805672604253,0.228,-2.0037945442408085,-2.751621040174786,78.0,9.65,-1.3418173544145988,True
0.4666381464656992,0.186,-2.00379454424081,-2.7516210401747823,78.0,9.65,-1.2880670891138422,True
0.310585906078547,0.145,-2.0037945442408107,-2.752621040174785,103.0,9.65,-1.0444839824329357,True
0.346998756342249,0.207,-2.003794544240812,-2.751621040174786,103.0,9.65,-0.8010701838932637,True
0.3719123321282326,0.186,-2.0037945442408085,-2.752621040174786,103.0,9.65,-0.6678277800184533,True
0.3853440017817703,0.207,-2.0037945442408103,-2.751621040174786,103.0,9.65,-0.47475879368024976,True
0.3891858159709059,0.166,-2.0037945442408103,-2.752621040174783,103.0,9.65,-0.2418651834852772,True
0.2640742731778192,0.186,-2.005794544240811,-2.751621040174787,103.0,9.65,0.010851156797329509,True
0.5162423651612023,0.394,-2.006794544240811,-2.7526210401747835,103.0,9.65,0.26338839876772324,True
0.1893597479921997,0.394,-2.0067945442408086,-2.7526210401747826,103.0,9.65,0.4557447798865262,True
0.15636705484002347,0.186,-2.006794544240811,-2.7526210401747804,103.0,9.65,0.5779186039255841,True
0.16531032577524937,0.186,-2.006794544240811,-2.752621040174786,78.0,9.63,0.6699082413783826,True
0.2411812850201464,0.207,-2.0067945442408077,-2.7526210401747835,78.0,9.63,0.7417121298303404,True
-0.05723123823540713,0.186,-2.00679454424081,-2.752621040174785,78.0,9.63,0.7533287742890553,True
-0.2664740524129758,0.207,-2.006794544240809,-2.752621040174783,78.0,9.63,0.6447567474745122,True
-0.31454256224739957,0.207,-2.00679454424081,-2.752621040174784,78.0,9.63,0.4559946900694234,True
-0.35497085438094184,0.186,-2.0067945442408095,-2.752621040174783,78.0,9.63,0.1770413109297766,True
-0.36489675736368893,0.186,-2.006794544240811,-2.752621040174782,78.0,9.63,-0.052104612744440004,True
-0.3381007035554955,0.186,-2.0067945442408113,-2.752621040174787,78.0,9.63,-0.2514442352783375,True
-0.4260182075886871,0.207,-2.0067945442408113,-2.7526210401747835,78.0,9.63,-0.4609786424309086,True
-0.11972673505362824,0.435,-2.0067945442408086,-2.7526210401747826,78.0,9.63,-0.6207088513436116,True
-0.3479086325247531,0.456,-2.0087945442408115,-2.752621040174782,78.0,9.63,-0.8206358105286647,True
-0.27079259567334085,0.186,-2.0087945442408097,-2.752621040174783,78.0,9.63,-1.0207603998970582,True
-0.13407683985608182,0.207,-2.0087945442408075,-2.7526210401747853,78.0,9.63,-1.201083430826336,True
0.08016231397057506,0.186,-2.008794544240808,-2.752621040174785,78.0,9.63,-1.351605646267891,True
-0.08642766853121028,0.186,-2.0087945442408106,-2.752621040174784,78.0,9.63,-1.4723277208938854,True
-0.17936750064182086,0.186,-2.0087945442408093,-2.7526210401747866,77.0,9.63,-1.5932502612837813,True
-0.11423629557120345,0.207,-2.0087945442408106,-2.7526210401747844,77.0,9.63,-1.7343738061500666,True
-0.05756433750328169,0.207,-2.0087945442408084,-2.7526210401747826,77.0,9.63,-2.005698826603267,True
0.015267561600852674,0.186,-2.0087945442408093,-2.7536210401747847,77.0,9.63,-2.207225726455929,True
0.11811848427470274,0.166,-2.0087945442408137,-2.752621040174787,77.0,9.63,-2.288954842565331,True
0.0801644967393084,0.207,-2.00879454424081,-2.753621040174783,77.0,9.63,-2.330886445214531,True
0.3479599152301021,0.456,-2.00879454424081,-2.7526210401747857,77.0,9.63,-2.353020738531563,True
0.2484809552222721,0.497,-2.0087945442408133,-2.7526210401747866,77.0,9.63,-2.3953578609461337,True
0.2561507098835221,0.186,-2.008794544240815,-2.752621040174786,77.0,9.63,-2.4178978856835633,True
0.35284516057513376,0.186,-2.010794544240813,-2.752621040174785,77.0,9.63,-2.430640821295198,True
0.5138806657465966,0.207,-2.010794544240813,-2.752621040174784,77.0,9.63,-2.4435866122248675,True
0.3079840774899153,0.207,-2.0117945442408103,-2.753621040174784,77.0,9.63,-2.446735139410589,True
0.10924727195951991,0.228,-2.011794544240812,-2.754621040174784,76.0,9.63,-2.46008622092073,True
0.07006842859663293,0.186,-2.0117945442408134,-2.754621040174789,76.0,9.63,-2.443639612623887,True
0.02108283530357792,0.207,-2.0117945442408085,-2.7546210401747877,76.0,9.63,-2.45739500889156,True
-0.014913681425800202,0.207,-2.011794544240812,-2.7546210401747837,76.0,9.65,-2.4813520433326586,True
-0.011045409808160737,0.249,-2.0117945442408134,-2.754621040174784,76.0,9.65,-2.4555102895586938,True
-0.14343813832485003,0.186,-2.0117945442408107,-2.754621040174784,76.0,9.63,-2.3798692619787394,True
-0.03229799444803195,0.394,-2.0117945442408107,-2.7546210401747837,76.0,9.63,-2.174428416622873,True
-0.06298465488530319,0.477,-2.0117945442408107,-2.754621040174787,76.0,9.63,-1.9591871519928579,True
-0.1810761574832978,0.186,-2.0117945442408116,-2.7546210401747806,76.0,9.63,-1.7041448099387408,True
-0.1254229560394353,0.207,-2.0127945442408115,-2.754621040174783,77.0,9.63,-1.4493006765600587,True
0.022810648783882462,0.207,-2.0137945442408127,-2.7546210401747864,77.0,9.65,-1.1546539831301232,True
-0.14388098241215763,0.207,-2.013794544240812,-2.7546210401747837,77.0,9.63,-0.8802039070418946,True
-0.3393576539240873,0.186,-2.0137945442408123,-2.7546210401747873,77.0,9.63,-0.6459495727739757,True
-0.32483137026522785,0.207,-2.013794544240809,-2.7546210401747877,77.0,9.65,-0.41189005287511904,True
-0.2968500464094026,0.186,-2.0137945442408105,-2.7546210401747837,77.0,9.65,-0.2980243689655966,True
-0.2132679162672885,0.207,-2.0137945442408114,-2.754621040174786,77.0,9.65,-0.13435149275382008,True
-0.2062041659868529,0.186,-2.013794544240813,-2.7546210401747864,77.0,9.65,0.06912965293357187,True
-0.20999174937907034,0.228,-2.013794544240811,-2.7546210401747864,77.0,9.63,0.3224201931096289,True
0.1998813141785823,0.518,-2.0137945442408096,-2.7546210401747837,77.0,9.65,0.585521299574776,True
-0.08716438504098009,0.269,-2.0167945442408106,-2.754621040174783,77.0,9.65,0.7784341898560219,True
0.048266319019709035,0.228,-2.0157945442408143,-2.7546210401747855,77.0,9.63,0.9411601261393123,True
0.22060871445488553,0.207,-2.016794544240812,-2.7546210401747855,80.0,9.63,1.1437004141966898,True
0.3314007062213027,0.166,-2.0167945442408093,-2.7546210401747815,80.0,9.63,1.3860564023100856,True
0.06033980957584677,0.207,-2.0167945442408093,-2.754621040174785,80.0,9.63,1.6282294801930628,True
0.03433246668501357,0.166,-2.0167945442408133,-2.754621040174785,80.0,9.63,1.830221077912356,True
0.056533865614573985,0.186,-2.016794544240811,-2.7546210401747837,80.0,9.63,1.942032664810729,True
0.09537686001548949,0.228,-2.0167945442408106,-2.7546210401747904,80.0,9.63,2.0136657484326816,True
0.11558905353322023,0.186,-2.016794544240811,-2.754621040174785,80.0,9.63,2.105121873454544,True
0.04919760597520764,0.166,-2.01679454424081,-2.7546210401747846,80.0,9.63,2.256402620620339,True
0.45552181859765317,0.373,-2.016794544240811,-2.754621040174787,80.0,9.63,2.4175096056848338,True
0.028154043659430673,0.352,-2.0167945442408115,-2.7546210401747806,80.0,9.65,2.5384444783650717,True
0.11992991966991208,0.166,-2.0177945442408114,-2.7576210401747825,80.0,9.63,2.559208921301684,True
0.208889341172143,0.186,-2.018794544240812,-2.7546210401747846,83.0,9.63,2.57980464903111,True
0.3072299153535215,0.186,-2.0187945442408113,-2.7546210401747837,83.0,9.62,2.650233406970049,True
0.00025492496538664873,0.207,-2.01879454424081,-2.7546210401747833,83.0,9.61,2.730496970413033,True
-0.12568200110837208,0.186,-2.0187945442408113,-2.756621040174786,83.0,9.61,2.79059714354417,True
-0.15323321731317183,0.207,-2.0187945442408126,-2.7546210401747855,83.0,9.61,2.84053575846393,True
-0.158112100369666,0.207,-2.018794544240813,-2.754621040174786,83.0,9.61,2.8003146742320086,True
-0.15114459988571988,0.207,-2.018794544240812,-2.7566210401747813,83.0,9.61,2.7899357759267422,True
-0.24531528116085907,0.207,-2.0187945442408126,-2.754621040174787,83.0,9.65,2.799400973721953,True
0.09719390393207775,0.414,-2.0187945442408126,-2.7576210401747847,83.0,9.68,2.838712201981835,True
-0.21002643879849733,0.331,-2.020794544240811,-2.7576210401747887,83.0,9.57,2.8778714183742546,True
-0.16363341586659036,0.166,-2.0207945442408115,-2.7576210401747825,83.0,9.58,2.8368806030031513,True
-0.05754166845825884,0.186,-2.020794544240813,-2.7576210401747847,83.0,9.71,2.805741757560196,True
0.10407748676670556,0.186,-2.021794544240812,-2.757621040174788,83.0,9.74,2.8344569044960854,True
-0.13419259780498,0.207,-2.0217945442408127,-2.7576210401747816,83.0,9.94,2.893028086211718,True
-0.2439926823412929,0.166,-2.0217945442408114,-2.7566210401747826,83.0,10.23,2.8714573642692045,True
-0.21115754292327008,0.186,-2.021794544240811,-2.7576210401747816,83.0,9.85,2.8397468186229755,True
-0.16767833083876618,0.186,-2.021794544240811,-2.757621040174785,83.0,9.88,2.707898546870794,True
-0.08665900230253958,0.186,-2.0217945442408114,-2.7576210401747843,83.0,10.32,2.595914663524609,True
-0.1342686450986998,0.166,-2.0217945442408114,-2.757621040174786,83.0,10.49,2.503797299301082,True
0.029308334884602088,0.331,-2.0217945442408114,-2.7576210401747834,83.0,10.13,2.4515486004313995,True
0.20092214745106832,0.456,-2.0217945442408123,-2.7576210401747865,83.0,9.99,2.4191707279901484,True
0.061505676242477006,0.166,-2.021794544240811,-2.757621040174787,83.0,9.94,2.316665857242857,True
0.1751187674135282,0.166,-2.023794544240814,-2.757621040174786,83.0,9.9,2.164036177011498,True
0.36998703025291296,0.186,-2.023794544240811,-2.7576210401747887,83.0,10.05,2.021283889057515,True
0.2225336714271819,0.166,-2.0237945442408116,-2.7576210401747847,83.0,9.91,1.9084112074816906,True
0.032403179324098356,0.166,-2.023794544240812,-2.7576210401747874,82.0,9.74,1.7254203581402305,True
0.04047601186875772,0.207,-2.023794544240809,-2.7576210401747847,82.0,9.47,1.5323135780761867,True
0.03987380628857741,0.228,-2.0237945442408116,-2.7576210401747847,82.0,9.55,1.2190931149654989,True
0.04095500784509594,0.228,-2.0237945442408134,-2.7576210401747847,82.0,9.47,0.9057612265767174,True
0.0953011914804701,0.207,-2.02379454424081,-2.7576210401747847,82.0,9.88,0.6023201802434159,True
0.003694710904530019,0.207,-2.023794544240812,-2.757621040174781,82.0,9.65,0.3787722523484285,True
-0.017911359982588915,0.29,-2.0237945442408143,-2.7576210401747847,82.0,9.46,0.2051197278189565,True
0.28557025927765445,0.58,-2.026794544240809,-2.7576210401747843,82.0,9.68,0.031364899631368015,True
0.0003195741162410308,0.228,-2.026794544240813,-2.7576210401747874,82.0,9.95,-0.16248993167526438,True
0.05056452545149322,0.228,-2.026794544240811,-2.7576210401747883,82.0,9.94,-0.3564424584779431,True
0.19253465801237274,0.249,-2.0267945442408126,-2.757621040174783,82.0,9.95,-0.5404903665419285,True
0.10341504749189459,0.269,-2.0267945442408117,-2.7576210401747847,82.0,9.97,-0.6946313354873674,True
-0.1886977477060384,0.249,-2.0267945442408086,-2.7576210401747865,82.0,9.88,-0.8988630392515664,True
-0.22083604766398768,0.249,-2.0267945442408104,-2.7576210401747807,82.0,9.86,-1.1031831465477233,True
-0.2351962288249859,0.228,-2.0267945442408113,-2.757621040174784,82.0,9.94,-1.3875893213212622,True
-0.23316744384353968,0.207,-2.026794544240813,-2.757621040174785,82.0,9.6,-1.6720792232048862,True
-0.22835287609661478,0.207,-2.02679454424081,-2.758621040174786,82.0,9.89,-1.8566505079731646,True
-0.17158282354887175,0.228,-2.026794544240808,-2.757621040174787,82.0,10.05,-2.0013008279977025,True
-0.20491923095845116,0.228,-2.026794544240815,-2.759621040174783,82.0,10.07,-2.106027832703843,True
-0.22465162297707456,0.228,-2.0267945442408117,-2.7576210401747825,82.0,9.77,-2.2208291690297393,True
0.14771527960063646,0.622,-2.026794544240812,-2.7576210401747865,82.0,9.58,-2.3457024818885226,True
-0.09951833489077086,0.29,-2.02679454424081,-2.7576210401747843,76.0,9.79,-2.420645414634438,True
0.021779577913640845,0.228,-2.0267945442408113,-2.759621040174785,76.0,9.69,-2.4656556095336275,True
0.19460558155491886,0.249,-2.026794544240811,-2.7596210401747867,76.0,9.72,-2.4907307082402124,True
0.29685781517528576,0.249,-2.0267945442408104,-2.7596210401747854,76.0,9.73,-2.5458683522782346,True
0.00337597739621597,0.249,-2.0267945442408104,-2.7596210401747867,76.0,9.67,-2.641066183529873,True
-0.04801731177640669,0.269,-2.0267945442408104,-2.7596210401747854,76.0,9.72,-2.866321844730645,True
-0.03647534264491141,0.249,-2.02679454424081,-2.7596210401747876,76.0,9.68,-3.0016329799715633,True
-0.02308787383832839,0.29,-2.0267945442408117,-2.759621040174786,54.0,9.6,-2.9969972352088834,True
0.0001551479148037228,0.249,-2.028794544240811,-2.7596210401747814,54.0,9.55,-2.8224122587814584,True
0.06239542160194345,0.249,-2.028794544240812,-2.759621040174785,54.0,9.57,-2.387875701935868,True
-0.009067408019491687,0.249,-2.028794544240811,-2.759621040174788,54.0,9.65,-1.8433852193595397,True
0.0922441637357258,0.331,-2.0287945442408115,-2.7596210401747854,54.0,9.76,-1.3789384697215137,True
0.23999844077981658,0.829,-2.028794544240812,-2.7596210401747827,54.0,9.8,-0.9845331162210628,True
0.07506018200221251,0.311,-2.027794544240814,-2.7596210401747845,54.0,9.72,-0.6001668271437588,True
0.14948895083636615,0.311,-2.026794544240812,-2.7596210401747903,54.0,9.73,-0.24583727642497322,True
0.30753041652691354,0.249,-2.0267945442408113,-2.759621040174786,54.0,9.69,0.10845785577961975,True
0.16060112908303065,0.249,-2.0267945442408117,-2.7596210401747845,54.0,9.68,0.3727208825167382,True
-0.0787324724238636,0.249,-2.0267945442408117,-2.759621040174785,54.0,9.68,0.586954109451791,True
-0.10077985608637748,0.29,-2.026794544240813,-2.7596210401747845,54.0,9.68,0.5611598342789671,True
-0.11175587570547968,0.249,-2.0267945442408104,-2.7596210401747854,54.0,9.69,0.22534034612547005,True
-0.06481269714868666,0.269,-2.0267945442408113,-2.7596210401747805,54.0,9.73,0.18949792495027995,True
-0.14807287686969145,0.269,-2.0267945442408126,-2.7596210401747823,54.0,9.74,0.39363484093760837,True
-0.19466228821523682,0.269,-2.0267945442408113,-2.7626210401747833,54.0,9.73,0.6077533538856209,True
0.143258365982228,0.539,-2.026794544240808,-2.7596210401747823,54.0,9.74,0.7518557125902866,True
-0.1305353755734649,0.269,-2.026794544240809,-2.7596210401747814,54.0,9.79,0.8659441542249745,True
-0.07035704368766253,0.249,-2.0267945442408117,-2.759621040174784,54.0,9.84,0.9100209037157632,True
0.08536992936772868,0.249,-2.0267945442408126,-2.7596210401747854,54.0,9.88,0.8940881731128609,True
0.06509651516671731,0.249,-2.026794544240811,-2.7596210401747836,54.0,9.86,0.8881481609584416,True
-0.18786203409359306,0.249,-2.0267945442408113,-2.759621040174788,54.0,9.74,0.8522030516508948,True
-0.1893305387008125,0.249,-2.026794544240815,-2.7596210401747854,54.0,9.57,0.6962550148057451,True
-0.16827251315069852,0.228,-2.026794544240813,-2.7596210401747876,54.0,9.41,0.3903062046133074,True
-0.12578332484270296,0.228,-2.026794544240813,-2.759621040174788,54.0,9.39,0.044358759193329614,True
-0.08307837089590435,0.249,-2.0277945442408134,-2.758621040174787,54.0,9.47,-0.2615852000533324,True
-0.12847694198028647,0.228,-2.027794544240812,-2.759621040174786,54.0,9.9,-0.5275235690959105,True
0.28861740226929167,0.539,-2.028794544240813,-2.759621040174785,54.0,9.89,-0.7334542619277932,True
-0.11126099632250977,0.435,-2.0287945442408124,-2.759621040174787,54.0,9.65,-0.9693752112234036,True
0.04438380280749653,0.186,-2.0287945442408097,-2.759621040174785,54.0,9.63,-1.2552843689977393,True
0.177033511489949,0.207,-2.028794544240814,-2.7596210401747845,54.0,9.5,-1.5311797072683597,True
0.326179220513728,0.186,-2.0287945442408115,-2.759621040174785,54.0,9.6,-1.7370592187199743,True
0.04634345659512154,0.207,-2.0287945442408124,-2.759621040174784,54.0,9.99,-1.9229209173713575,True
-0.04090020352611362,0.186,-2.0287945442408115,-2.759621040174783,54.0,9.94,-2.0887628392443798,True
-0.03591072546697393,0.186,-2.027794544240813,-2.759621040174783,54.0,9.82,-2.2345830430350753,True
-0.026967022337897877,0.186,-2.028794544240812,-2.7596210401747863,54.0,9.77,-2.4203796107863766,True
0.03474040007955621,0.186,-2.028794544240814,-2.758621040174787,54.0,9.83,-2.466150648562203,True
0.00911332364415546,0.186,-2.028794544240812,-2.759621040174785,54.0,9.83,-2.451894287122546,True
-0.03885481245261127,0.186,-2.0277945442408147,-2.758621040174786,54.0,9.82,-2.3876086825990708,True
0.30991610684261817,0.663,-2.026794544240811,-2.7576210401747865,54.0,9.82,-2.2532920171707715,True
-0.008416116042855278,0.269,-2.027794544240811,-2.757621040174786,54.0,9.82,-2.2489424997390177,True
0.06637152366878084,0.186,-2.026794544240811,-2.7586210401747873,54.0,9.82,-2.164558366601543,True
0.1775519034179345,0.207,-2.0267945442408117,-2.7576210401747843,54.0,9.82,-2.070137882124358,True
0.24843036182350905,0.186,-2.02679454424081,-2.7576210401747883,54.0,9.82,-1.9456793394111638,True
-0.07167395522128227,0.207,-2.0287945442408106,-2.757621040174786,54.0,9.83,-1.7811810609691314,True
-0.14644711208182995,0.207,-2.0267945442408117,-2.757621040174785,78.0,9.82,-1.5566413993702826,True
-0.14559888445617697,0.207,-2.027794544240813,-2.7576210401747834,78.0,9.82,-1.3520587379075628,True
-0.14887990015866434,0.186,-2.0267945442408104,-2.7576210401747856,78.0,9.84,-1.1374314912443697,True
-0.13609664747868672,0.186,-2.0267945442408117,-2.757621040174787,78.0,9.86,-0.8527581060566362,True
-0.11212368257319205,0.207,-2.028794544240813,-2.7576210401747825,78.0,9.86,-0.48803706166645766,True
-0.1889124980299213,0.186,-2.026794544240812,-2.7576210401747847,78.0,9.86,-0.0732668706658941,True
0.148503333357846,0.373,-2.0267945442408135,-2.7576210401747887,78.0,9.85,0.27155392047014826,True
-0.14599304091242915,0.414,-2.0267945442408104,-2.7576210401747865,78.0,9.86,0.5364267307830581,True
-0.08259896269224193,0.166,-2.0287945442408115,-2.7576210401747887,78.0,9.88,0.7613529442429823,True
0.02141438869941671,0.186,-2.028794544240811,-2.757621040174785,75.0,9.88,1.036333909175839,True
0.17971221482086144,0.186,-2.026794544240811,-2.7576210401747843,75.0,9.88,1.3613709377060337,True
-0.04409056476451921,0.186,-2.026794544240814,-2.757621040174787,75.0,9.88,1.626465305216156,True
-0.17141343658900016,0.186,-2.026794544240809,-2.757621040174784,75.0,9.88,1.821618249824764,True
-0.14269256537895825,0.186,-2.027794544240813,-2.757621040174782,75.0,9.88,1.97683097188346,True
-0.10536197794376491,0.186,-2.0277945442408125,-2.7576210401747865,75.0,9.88,2.0621046334942257,True
-0.040834467052984984,0.186,-2.0287945442408115,-2.7576210401747847,75.0,9.88,2.127440358048292,True
0.0005169662205614006,0.207,-2.0277945442408094,-2.7576210401747874,75.0,9.85,2.1728392297873373,True
-0.04862366285393468,0.186,-2.0287945442408097,-2.7576210401747847,75.0,9.86,2.148302293388076,True
0.3804998312461905,0.414,-2.0287945442408115,-2.7576210401747874,75.0,9.85,2.0238305535712895,True
-0.02127176318472219,0.435,-2.0287945442408106,-2.757621040174786,75.0,9.85,1.8894249747357312,True
0.10799611882585121,0.207,-2.0267945442408095,-2.7576210401747847,75.0,9.84,1.7850864806181401,True
0.22433733192899027,0.186,-2.026794544240809,-2.7576210401747843,78.0,9.85,1.7708159539797603,True
0.36388662094395663,0.166,-2.027794544240812,-2.757621040174785,78.0,9.85,1.7966142363201725,True
0.08587721739240708,0.186,-2.0267945442408095,-2.757621040174784,78.0,9.85,1.8024821276190202,True
-0.035365496347996246,0.166,-2.0267945442408086,-2.7576210401747856,78.0,9.85,1.7284203861061505,True
-0.03743402446952337,0.166,-2.0267945442408113,-2.7576210401747843,78.0,9.86,1.6344297280607254,True
-0.053852116930092495,0.186,-2.0267945442408104,-2.7576210401747847,78.0,9.88,1.4905108276397603,True
-0.07309093775573015,0.186,-2.0267945442408113,-2.758621040174783,78.0,9.86,1.3966643167364148,True
-0.041587418306250686,0.207,-2.0287945442408106,-2.7576210401747834,78.0,9.86,1.3928907848684617,True
-0.07576408554748848,0.186,-2.0287945442408106,-2.7576210401747834,78.0,9.86,1.4591907790971739,True
