ECG-mV,EMG-mV,foot_GSR-mV,hand_GSR-mV,HR-bpm,marker-mV,RESP-mV
-2.02716207322354,0.03625,-2.753357645374923,-0.9526464059581259,88.0,10.85,-2.4410537580651446
-1.887821044465509,0.05175,-2.747357645374925,-0.947646405958129,88.0,10.85,-2.8790221013200985
-1.257549513393601,0.07775,-2.7403576453749308,-0.9426464059581278,88.0,10.85,-3.3268090704443667
-1.3646597000467235,0.0415,-2.7303576453749314,-0.9346464059581325,88.0,10.85,-3.3044128751415074
-0.9973202981657426,0.03625,-2.7213576453749235,-0.9236464059581243,88.0,10.85,-3.221831735028531
-0.5884229731282267,0.05175,-2.7133576453749315,-0.9086464059581323,88.0,10.85,-3.7490638807687233
-0.4774588052127541,0.03625,-2.7063576453749283,-0.8886464059581245,88.0,10.85,-4.446107555239893
-0.3844083001663229,0.026,-2.696357645374926,-0.8646464059581234,91.0,10.85,-4.7729610147382155
-0.17464812919084519,0.0465,-2.68735764537492,-0.8326464059581198,91.0,10.85,-4.83962253021776
-0.013877200689063566,0.0415,-2.6783576453749403,-0.794646405958126,91.0,10.85,-4.9960903885657135
0.17193597427077092,0.06725,-2.666357645374931,-0.7506464059581325,91.0,10.85,-5.4323628939130675
0.2455833598242972,0.0465,-2.65135764537492,-0.7036464059581259,91.0,10.85,-5.6684383689805085
0.669624387350518,0.0725,-2.631357645374912,-0.6556464059581244,91.0,10.85,-5.684315156459087
0.29737007616405836,0.09325,-2.605357645374932,-0.6006464059581359,91.0,10.85,-5.559991620425015
0.4528452257711657,0.06725,-2.574357645374927,-0.5486464059581231,91.0,10.85,-5.295466147788009
0.6047303114279118,0.06225,-2.5333576453749465,-0.49764640595813003,91.0,10.85,-5.340737149772149
0.5752853411289732,0.0465,-2.4893576453749304,-0.44564640595812655,91.0,10.85,-5.1558030634282535
0.38025847560258175,0.06225,-2.434357645374935,-0.39264640595813016,89.0,10.85,-4.690662353176606
0.3297826559178114,0.06725,-2.380357645374932,-0.3456464059581325,89.0,10.85,-4.135313512378625
0.2652638120693205,0.0415,-2.326357645374932,-0.304646405958139,89.0,10.85,-3.559755064935986
0.18926443061210582,0.06225,-2.2693576453749422,-0.2626464059581352,89.0,10.85,-3.0739855669156375
0.15038633467811294,0.0725,-2.211357645374932,-0.22364640595812751,89.0,10.85,-2.57800360819877
0.0701564746553532,0.05175,-2.1583576453749274,-0.1856464059581341,89.0,10.85,-2.0518078141520335
0.13891934610893794,0.1035,-2.108357645374941,-0.16564640595813132,89.0,10.85,-1.5253968473188575
-0.0172606488161088,0.0985,-2.0613576453749323,-0.15564640595813312,89.0,10.85,-1.0687694091289472
-0.03468398721057231,0.0465,-2.0143576453749357,-0.1416464059581271,89.0,10.85,-0.6119242416235346
-0.07508554707796719,0.05175,-1.9693576453749322,-0.12664640595812846,89.0,10.85,-0.14486012919447466
-0.2766870238888653,0.08275,-1.930357645374942,-0.10964640595813385,89.0,10.85,0.2624240996652074
-0.3362310229785219,0.05175,-1.8953576453749335,-0.09664640595812886,90.0,10.84,0.6999295706016571
-0.3509962599038778,0.05175,-1.8383576453749368,-0.09964640595813302,90.0,10.85,1.2476573616335962
-0.33279395814053353,0.06225,-1.8353576453749227,-0.10064640595812786,90.0,10.85,1.2856085013812555
-0.35694617390976335,0.057,-1.8093576453749378,-0.1066464059581272,90.0,10.84,1.5537839672930263
-0.06824737944160907,0.114,-1.7903576453749301,-0.11864640595812043,90.0,10.85,1.8721846838721419
-0.36191117826724195,0.088,-1.7713576453749282,-0.1286464059581309,90.0,10.84,2.150811520905708
-0.25350449126202745,0.057,-1.7583576453749192,-0.13964640595812072,90.0,10.84,2.3796652916981555
-0.08587192521316186,0.03625,-1.749357645374933,-0.14864640595812598,90.0,10.85,2.598746751311416
-0.05605330525066842,0.0415,-1.7443576453749243,-0.15964640595812873,90.0,10.85,2.798056594813924
-0.1421975110116476,0.0415,-1.7423576453749439,-0.17364640595813205,95.0,10.85,2.9775954555404054
-0.077475800439856,0.0465,-1.7423576453749423,-0.18564640595813264,95.0,10.85,3.09736390336455
-0.030997735338141638,0.0465,-1.7453576453749369,-0.197646405958128,95.0,10.85,3.017362442986431
0.048267356065814324,0.0465,-1.7493576453749338,-0.21164640595813328,95.0,10.85,2.707591512236563
0.058560723634478805,0.057,-1.758357645374934,-0.2266464059581284,95.0,10.85,2.4480514803983335
0.4103940588234465,0.06225,-1.7653576453749342,-0.24064640595812647,95.0,10.85,2.128742646550396
0.0545970303376836,0.0985,-1.7733576453749278,-0.2526464059581287,95.0,10.85,1.6096652379307446
0.16435114240983928,0.0415,-1.7813576453749358,-0.2666464059581281,95.0,10.85,0.8408194083238734
0.32620910040283085,0.0415,-1.789357645374928,-0.2776464059581296,95.0,10.85,-0.2077947635274015
0.3150994194926161,0.05175,-1.7983576453749348,-0.28764640595812757,95.0,10.85,-1.1461772754841972
0.14031655970578355,0.0725,-1.8053576453749278,-0.2976464059581266,93.0,10.85,-1.9343282035465112
0.12649739471665275,0.03625,-1.8153576453749376,-0.30764640595813275,93.0,10.85,-2.5922477033594378
0.1065853039153299,0.05175,-1.8253576453749345,-0.31764640595812565,93.0,10.85,-3.0799360116894534
0.10078360058894198,0.088,-1.837357645374925,-0.32764640595812566,93.0,10.85,-3.557393447869244
0.05150035932589595,0.0465,-1.8473576453749498,-0.3376464059581362,93.0,10.85,-3.8546204152098102
0.23228697162023643,0.07775,-1.8573576453749299,-0.34964640595812335,93.0,10.85,-3.9416174023782298
-0.004227067899138216,0.0725,-1.867357645374935,-0.35964640595812414,93.0,10.85,-3.888384984739628
-0.05540056562232792,0.057,-1.8773576453749101,-0.3696464059581219,93.0,10.85,-3.6849238256616306
0.055354334385955335,0.057,-1.8873576453749272,-0.3796464059581305,93.0,10.85,-3.3612346777794464
0.03751092315443415,0.057,-1.8973576453749312,-0.3896464059581291,93.0,10.85,-2.907318384219842
-0.16962725358170788,0.06225,-1.9073576453749226,-0.3976464059581286,93.0,10.85,-2.3631758797818785
-0.201973575085943,0.0465,-1.9173576453749195,-0.40664640595811913,91.0,10.85,-1.8088081920724433
-0.2146959212390015,0.05175,-1.9253576453749233,-0.4146464059581255,91.0,10.85,-1.28421644259423
-0.22124344345240396,0.0415,-1.9353576453749326,-0.4226464059581367,91.0,10.85,-0.8894018477840873
-0.19936176922262744,0.06225,-1.9443576453749334,-0.43164640595812287,91.0,10.85,-0.4543657199992617
-0.16209633659026287,0.06225,-1.954357645374918,-0.4396464059581271,91.0,10.85,0.0608905315507553
-0.050784014032381426,0.09325,-1.964357645374916,-0.44664640595812893,91.0,10.85,0.5763653999293019
-0.19703360459781435,0.057,-1.9733576453749422,-0.4536464059581241,91.0,10.85,1.02205727965681
-0.044696243993899626,0.057,-1.9813576453749262,-0.45964640595811956,91.0,10.85,1.4179644659569788
0.021172934022791284,0.05175,-1.9893576453749156,-0.46464640595812395,91.0,10.85,1.8540851540670857
-0.12163981197939079,0.09325,-1.9963576453749283,-0.4726464059581286,91.0,10.85,2.2504174386149627
-0.09745629511138716,0.1035,-2.005357645374933,-0.4786464059581244,91.0,10.85,2.626959313065169
-0.05265278408874489,0.08275,-2.012357645374928,-0.4846464059581309,91.0,10.85,2.9137086692364607
0.021394554151083687,0.0985,-2.020357645374923,-0.4896464059581302,91.0,10.85,3.0406632968931535
-0.03463697552891729,0.0985,-2.0273576453749382,-0.4946464059581361,91.0,10.85,3.2578208834123705
0.33803354893262644,0.13975,-2.0413576453749203,-0.5076464059581196,91.0,10.85,4.355179013529651
-0.05166428207414539,0.1035,-2.042357645374929,-0.5076464059581225,91.0,10.84,4.45273516916485
0.10938611333071764,0.0985,-2.0503576453749366,-0.5126464059581298,91.0,10.85,5.220486729330432
0.2595185639110634,0.08275,-2.057357645374933,-0.5176464059581326,97.0,10.84,6.108430970123989
0.1643053326280801,0.0985,-2.064357645374928,-0.5226464059581315,97.0,10.84,7.086565064806776
0.05956860672225378,0.07775,-2.0693576453749314,-0.5276464059581323,97.0,10.85,7.9348860839699
0.06938204939287972,0.09325,-2.074357645374923,-0.5316464059581225,97.0,10.84,8.603390995789798
0.06506256146299819,0.0725,-2.082357645374937,-0.5366464059581342,97.0,10.84,8.922076666374338
0.08915277753104965,0.06225,-2.087357645374936,-0.5416464059581324,97.0,10.84,9.100939860200501
0.02839516954033802,0.07775,-2.092357645374944,-0.5466464059581329,97.0,10.84,9.43997724064465
0.22069893852464165,0.09325,-2.099357645374934,-0.5516464059581321,97.0,10.84,9.439185370606175
-0.014898868612258897,0.05175,-2.1063576453749384,-0.55664640595813,97.0,10.85,9.248560713224727
0.0847236150122367,0.05175,-2.1123576453749306,-0.5606464059581246,97.0,10.84,8.928099632691332
0.11072766833367399,0.0725,-2.1173576453749146,-0.5646464059581288,97.0,10.84,8.64779839515331
-0.07173198947037729,0.057,-2.1223576453749433,-0.5696464059581332,97.0,10.84,8.367653169712568
-0.11955193076603968,0.057,-2.127357645374929,-0.5746464059581287,97.0,10.85,7.747660029516659
-0.12772179143828677,0.06725,-2.132357645374913,-0.5796464059581231,97.0,10.84,6.887814952941787
-0.16636151273822755,0.1035,-2.138357645374935,-0.5826464059581323,97.0,10.84,5.7081138248665475
-0.10075269049858249,0.06725,-2.142357645374931,-0.5866464059581257,97.0,10.84,4.698552438035173
-0.22936292623065674,0.06225,-2.147357645374927,-0.5916464059581269,97.0,10.84,3.8891264945085577
0.13913763005875515,0.0725,-2.153357645374932,-0.5966464059581348,97.0,10.84,3.189831607201444
-0.2081319659420716,0.06725,-2.159357645374936,-0.6016464059581307,97.0,10.84,2.5106633015038162
-0.09326324746082297,0.05175,-2.1623576453749282,-0.6046464059581224,97.0,10.84,1.9016170169843596
0.07445013979444444,0.07775,-2.1663576453749234,-0.6096464059581264,89.0,10.84,1.4126881091739367
-0.065471316120276,0.057,-2.1713576453749304,-0.611646405958127,89.0,10.85,0.9838718514267484
-0.15566977407348126,0.06725,-2.175357645374926,-0.6166464059581312,89.0,10.84,0.6451634368568282
-0.1129209030248319,0.057,-2.179357645374932,-0.6196464059581249,89.0,10.84,0.34655798034756735
-0.09610009582017552,0.07775,-2.184357645374939,-0.6236464059581313,89.0,10.84,0.06805052063168304
-0.010145460640313539,0.057,-2.186357645374925,-0.6276464059581262,89.0,10.84,-0.24036397756070116
-0.10801911697197791,0.0725,-2.1903576453749296,-0.6316464059581285,89.0,10.84,-0.3386906212884053
0.24533163912036487,0.10875,-2.1963576453749343,-0.6366464059581319,89.0,10.84,-0.37693458712255357
-0.017988239910608852,0.057,-2.199357645374922,-0.6396464059581279,89.0,10.84,-0.3551011188092792
0.11721300680481128,0.088,-2.204357645374927,-0.6426464059581355,89.0,10.84,-0.3631955248743779
