ECG-mV,EMG-mV,foot_GSR-mV,hand_GSR-mV,HR-bpm,marker-mV,RESP-mV
-0.2260738598456182,0.435,1.963268110623328,1.1869152737193425,91.0,10.17,0.9365352075838542
-0.20429357529675185,0.29,1.9812681106233334,1.2239152737193435,91.0,10.17,0.90894734798792
0.14732753798535378,0.559,1.999268110623328,1.2569152737193396,91.0,10.17,0.8715552637463722
-0.09215126675489735,0.269,2.018268110623338,1.2909152737193483,91.0,10.17,0.7443525937059379
0.13133485497587075,0.269,2.035268110623337,1.321915273719339,91.0,10.17,0.6573328993133257
0.24085452265370835,0.29,2.051268110623332,1.3509152737193486,91.0,10.17,0.6404896664345429
0.1544781283010795,0.207,2.0662681106233283,1.3809152737193418,91.0,10.17,0.6338163072080242
-0.12672428717456607,0.29,2.08026811062333,1.4089152737193396,91.0,10.17,0.7073061619307963
-0.12068520902883337,0.311,2.08926811062333,1.4349152737193485,91.0,10.18,0.9109525009764722
-0.06734180282678512,0.29,2.099268110623327,1.4759152737193377,91.0,10.17,0.9247485267440219
-0.02663797547820701,0.58,2.1012681106233306,1.4779152737193382,91.0,10.17,0.9486873756364259
-0.10652627355258532,0.414,2.1052681106233337,1.4949152737193419,91.0,10.17,0.8127621200677668
0.2500304457105599,0.663,2.10326811062333,1.5119152737193433,91.0,10.17,0.6469657704979991
0.023057628014544078,0.58,2.0972681106233275,1.524915273719338,91.0,10.17,0.5012912774939922
-0.05143203168431713,0.622,2.081268110623332,1.5379152737193449,91.0,10.17,0.06573153381591124
0.01156072701295089,1.077,2.0762681106233285,1.54791527371934,89.0,10.17,0.23027937652755082
0.22202144104767257,1.098,2.053268110623328,1.5539152737193407,89.0,10.18,0.5749275891294001
0.014922041961971711,0.994,2.055268110623325,1.5589152737193448,89.0,10.17,0.8996689037133756
-0.16077862039143848,0.974,2.044268110623333,1.5629152737193448,89.0,10.16,1.0344960031378163
-0.2041338630605887,0.808,2.0252681106233252,1.5629152737193366,89.0,10.15,0.8494015232216359
-0.10620789141490745,1.036,2.0082681106233253,1.5609152737193475,89.0,10.15,0.46437805495639684
-0.012074195794973196,0.912,1.9922681106233286,1.5579152737193422,89.0,10.15,0.6794181467347298
-0.07981367276264557,0.58,1.9762681106233273,1.5519152737193416,89.0,10.17,0.9445143065942107
0.3124874710493548,0.808,1.9572681106233283,1.5469152737193443,89.0,10.17,1.0296590044750802
-0.11226003213538129,0.518,1.9412681106233294,1.5399152737193464,89.0,10.16,0.9048446744905064
-0.02514617857229717,0.642,1.9232681106233278,1.532915273719345,89.0,10.15,0.6200637172080112
0.08374065228716811,0.497,1.9022681106233283,1.5239152737193444,87.0,10.13,0.2953085019408124
0.274315984876973,0.684,1.8812681106233324,1.5179152737193464,87.0,10.13,0.09057136904750962
0.02850140821378092,0.477,1.86126811062333,1.51091527371934,87.0,10.15,-0.08415536776135801
-0.11977345311749406,0.497,1.841268110623331,1.4999152737193457,87.0,10.13,-0.19887941911118978
-0.10556921414251923,1.036,1.819268110623331,1.486915273719346,87.0,10.13,-0.42360851764720975
-0.09893529866235673,0.746,1.798268110623324,1.47491527371934,87.0,10.13,-0.6583504157158018
-0.057908840160113224,0.663,1.7772681106233315,1.4609152737193496,87.0,10.13,-0.7231128830447131
-0.13051394107086217,0.974,1.7572681106233319,1.4469152737193431,87.0,10.13,-0.7379037044237116
0.06023869476988837,0.87,1.7372681106233292,1.429915273719345,87.0,10.13,-0.7127306773871094
0.06435175374840667,0.974,1.717268110623326,1.4129152737193407,87.0,10.13,-0.7376016098995017
-0.02115906267711694,1.119,1.6972681106233247,1.3949152737193433,85.0,10.13,-0.7625243180461896
0.07173424060873682,0.746,1.680268110623326,1.3769152737193406,85.0,10.13,-0.707506623729771
0.2640709156239444,0.932,1.6622681106233246,1.357915273719343,85.0,10.13,-0.7225563523741464
0.12190015927024243,1.057,1.6462681106233261,1.3389152737193393,85.0,10.13,-0.7876813306372997
-0.09772042627281163,0.663,1.631268110623334,1.3219152737193438,85.0,10.15,-0.672889384134265
-0.10172654723573775,1.637,1.6152681106233306,1.3029152737193441,85.0,10.15,-0.6981883351715706
-0.10704904862489546,1.554,1.5992681106233275,1.2849152737193394,85.0,10.15,-0.873586000494447
-0.07761580197769782,0.891,1.5832681106233288,1.2649152737193399,85.0,10.13,-1.159090189048062
-0.09835359136211314,0.559,1.5662681106233312,1.2449152737193436,85.0,10.13,-1.4147086997539626
-0.13718994058767955,0.539,1.552268110623327,1.224915273719342,85.0,10.13,-1.5304493193031095
