ECG-mV,EMG-mV,foot_GSR-mV,hand_GSR-mV,HR-bpm,marker-mV,RESP-mV,is_valid,Stress
0.1138014713439431,0.114,1.2357267742918054,1.066080718854703,69.0,23.62,1.6428925238014025,True,relax
0.2468225362525379,0.313375,1.2247267742918029,1.0560807188547023,69.0,18.48,1.5789415468316372,True,relax
0.2858141488446079,0.22525,1.2157267742918032,1.043080718854704,69.0,15.69,1.5050582052622845,True,relax
-0.0139741547149954,0.31075,1.2057267742918012,1.0330807188547046,69.0,13.91,1.3812415012068904,True,relax
-0.058220625397184,0.1165,1.195726774291807,1.0230807188547053,69.0,13.87,1.2274904177489023,True,relax
-0.0615452860571222,0.3445,1.1857267742918034,1.0130807188547035,69.0,13.95,1.043803919018302,True,relax
-0.0835261911849013,0.303,1.1777267742918065,1.0030807188547048,69.0,13.87,0.8001809502799306,True,relax
-0.105717280207118,0.292625,1.1687267742918066,0.9930807188547046,69.0,13.86,0.6066204380332911,True,relax
-0.118667082210174,0.22525,1.1607267742918037,0.9830807188547028,69.0,13.82,0.4631212901232739,True,relax
-0.0959374998586666,0.199375,1.1527267742918048,0.9760807188547044,69.0,13.95,0.3596823958616137,True,relax
-0.1091219018216881,0.199375,1.1437267742917971,0.9660807188547004,69.0,13.99,0.2363026261584293,True,relax
-0.164861785960948,0.227875,1.1357267742918036,0.9590807188547024,69.0,14.15,0.1029808336635517,True,relax
0.2861386616337798,0.196875,1.1287267742918017,0.9500807188547,69.0,14.03,-0.0302841470828472,True,relax
-0.1768993033266314,0.300375,1.1207267742918026,0.9410807188547032,69.0,13.87,-0.1234934994907979,True,relax
-0.0438376926903038,0.297875,1.113726774291802,0.9340807188547008,69.0,13.95,-0.196648424752639,True,relax
0.0733730049516822,0.362625,1.1067267742918,0.9250807188547008,69.0,14.06,-0.2797501416673422,True,relax
0.2476923096930469,0.3885,1.100726774291799,0.9190807188547016,69.0,13.95,-0.3827998864573283,True,relax
0.0709919724974547,0.378125,1.0927267742918023,0.9110807188547048,69.0,13.93,-0.4657989125784203,True,relax
-0.1099381769227323,0.303,1.0857267742918058,0.904080718854704,64.0,13.99,-0.5687484905232236,True,relax
-0.1013810154771264,0.277125,1.080726774291802,0.8960807188547012,64.0,13.94,-0.6516499076185538,True,relax
-0.0996799408088592,0.36775,1.072726774291805,0.8910807188547066,64.0,13.95,-0.8245044678171867,True,relax
-0.1042242293467951,0.409125,1.066726774291805,0.8840807188547019,64.0,13.93,-0.9673134914846157,True,relax
-0.0994325515708114,0.372875,1.0607267742918025,0.8770807188547027,64.0,13.93,-1.0200783151809327,True,relax
-0.0917353303088631,0.3755,1.0557267742918048,0.8710807188547073,64.0,13.93,-1.0528002914384818,True,relax
-0.0415566720733398,0.292625,1.047726774291801,0.8630807188547086,64.0,13.91,-1.0554807885354995,True,relax
-0.0512966156135923,0.22525,1.0427267742918027,0.8580807188547039,64.0,13.92,-1.0981211902662191,True,relax
-0.0753144255810335,0.25375,1.0377267742918044,0.8510807188547057,64.0,13.92,-1.140722895707565,True,relax
0.3620863867145269,0.26675,1.0307267742918085,0.8440807188547067,64.0,13.91,-1.1432873189829524,True,relax
-0.052329292982776,0.349625,1.0257267742918066,0.8380807188547011,64.0,13.91,-1.1358158890232932,True,relax
0.0742816158930065,0.25375,1.0207267742918025,0.8330807188547038,64.0,13.91,-1.1083100493254452,True,relax
0.1928469485398716,0.349625,1.0157267742918026,0.826080718854705,64.0,13.89,-1.0907712577084088,True,relax
0.3573823584744263,0.1165,1.008726774291802,0.8210807188547042,64.0,13.89,-1.09320098606739,True,relax
0.1429907706913184,0.328875,1.004726774291807,0.8140807188547011,64.0,13.89,-1.0856007201258508,True,relax
-0.0271417423391883,0.199375,0.9987267742918045,0.8080807188547016,62.0,13.89,-1.077971959185577,True,relax
-0.0317534827392692,0.199375,0.9937267742918052,0.8040807188547024,62.0,13.89,-1.100316215874951,True,relax
-0.0545177304996628,0.271875,0.9907267742918038,0.7990807188547047,62.0,13.89,-1.172635015895334,True,relax
-0.075055986892727,0.29525,0.9857267742918022,0.7940807188547042,62.0,13.88,-1.2149298977656693,True,relax
-0.0929533112843388,0.269375,0.980726774291803,0.7860807188547052,62.0,13.88,-1.207202412565236,True,relax
-0.0947751217045982,0.196875,0.9757267742918024,0.7810807188547015,62.0,13.87,-1.1894541236746214,True,relax
-0.0900847726699288,0.277125,0.9707267742918048,0.7760807188547052,62.0,13.87,-1.1416866065146796,True,relax
-0.0704611951083903,0.2305,0.9657267742918044,0.771080718854704,62.0,13.87,-1.1339014482833694,True,relax
-0.1375158838558177,0.25375,0.9607267742918064,0.7640807188547052,62.0,13.87,-1.1361002476903006,True,relax
0.1410914521055948,0.271875,0.9557267742918044,0.7590807188547054,62.0,13.87,-1.1182846146888723,True,relax
-0.0453607959433209,0.328875,0.9537267742918044,0.7540807188547007,62.0,13.86,-1.0704561702057216,True,relax
-0.0586673127036468,0.271875,0.9487267742918076,0.749080718854704,62.0,13.86,-1.0426165458672887,True,relax
0.0342959144902074,0.1165,0.943726774291802,0.7440807188547032,62.0,13.86,-1.0247673837231974,True,relax
0.2065666370218588,0.02075,0.9387267742918032,0.7390807188547037,62.0,13.86,-1.0069103359660296,True,relax
0.1530948385856675,0.305625,0.9357267742918032,0.7340807188547036,62.0,13.86,-0.9990470646472904,True,relax
-0.1032552757080604,0.292625,0.9307267742918064,0.7290807188547032,60.0,13.86,-1.001179241389066,True,relax
-0.1086998934230926,0.163125,0.9267267742918036,0.7240807188547044,60.0,13.86,-0.9833085470910304,True,relax
-0.106527047982279,0.32625,0.9217267742918032,0.7190807188547013,60.0,13.86,-0.9654366716323188,True,relax
-0.1160852736786944,0.199375,0.9177267742918044,0.7140807188547078,60.0,13.86,-0.9375653135678732,True,relax
-0.1147699365918145,0.199375,0.9137267742918012,0.7090807188547037,60.0,13.86,-0.8296961798185998,True,relax
-0.1070078068869478,0.02325,0.9087267742918068,0.7040807188547032,60.0,13.86,-0.6618309853551381,True,relax
-0.0682405057998812,0.292625,0.9037267742918048,0.6990807188547015,60.0,13.86,-0.4639714528743152,True,relax
-0.0559075022115364,0.29,0.8987267742918046,0.6940807188547033,60.0,13.84,-0.2961193124679568,True,relax
-0.0854293475395873,0.378125,0.8967267742918047,0.6890807188547043,60.0,13.84,-0.1482763012833092,True,relax
0.3458081767001368,0.32625,0.8917267742918005,0.6840807188547026,60.0,13.84,0.0395558368253516,True,relax
-0.0755316338601152,0.316,0.8877267742918046,0.6790807188547076,60.0,13.84,0.2673753516547696,True,relax
0.0582757905173177,0.191625,0.8837267742917979,0.676080718854702,60.0,13.84,0.4751804870208753,True,relax
0.2900259053701886,0.0155,0.8787267742918018,0.672080718854702,63.0,13.84,0.66296948113775,True,relax
0.3355917124997978,0.0155,0.8767267742918017,0.6670807188547004,63.0,13.84,0.850740567008166,True,relax
0.129927226553178,0.38075,0.871726774291803,0.6620807188547028,63.0,13.84,1.0284919728261552,True,relax
-0.0479323624275146,0.303,0.8677267742918011,0.6570807188547027,63.0,13.84,1.2062219223923991,True,relax
-0.0548738044459706,0.119125,0.8637267742918007,0.6540807188546988,63.0,13.83,1.3739286355428653,True,relax
-0.0697120226607127,0.158,0.8567267742918007,0.6450807188547014,63.0,13.83,1.56161032859135,True,relax
-0.090199176977793,0.3885,0.8557267742918027,0.6440807188547045,63.0,13.83,1.5792652147864563,True,relax
-0.0930361566719268,0.316,0.8517267742918058,0.6410807188547034,63.0,13.83,1.7168915047835367,True,relax
-0.0498860035324155,0.163125,0.8477267742918041,0.6370807188547022,63.0,13.83,1.9044874071320188,True,relax
-0.1033886911067862,0.1165,0.8437267742918048,0.6320807188547072,63.0,13.83,2.0620511287787417,True,relax
-0.1251766338329307,0.26675,0.840726774291805,0.6270807188547037,63.0,13.84,2.1795808755874018,True,relax
0.247109725780164,0.297875,0.8367267742918039,0.6250807188547006,63.0,13.86,2.277074852874581,True,relax
-0.0591930976835467,0.25375,0.833726774291804,0.6200807188547035,63.0,13.86,2.354531265962609,True,relax
0.009214547023199,0.041375,0.8297267742918026,0.6150807188547053,63.0,13.86,2.461948320749601,True,relax
0.1395833899296008,0.32375,0.8247267742918046,0.6120807188547054,68.0,13.87,2.5493242242966687,True,relax
0.2231054354930298,0.328875,0.8217267742918054,0.607080718854704,68.0,13.86,2.636657185432531,True,relax
-0.0820931943613641,0.31075,0.8167267742918081,0.6050807188547037,68.0,13.86,2.683945415375434,True,relax
-0.1469564889066418,0.32375,0.8147267742918052,0.6000807188547033,68.0,13.86,2.7411871283724456,True,relax
-0.147499692164221,0.25375,0.8107267742918061,0.5960807188547019,68.0,13.86,2.758380542355958,True,relax
-0.1558073345357567,0.163125,0.8067267742918041,0.5910807188547069,68.0,13.86,2.745523879617224,True,relax
-0.1560282562725043,0.2305,0.8037267742918025,0.5870807188547058,68.0,13.86,2.722615367496707,True,relax
-0.0933678522330043,0.564625,0.7997267742918056,0.5840807188547048,68.0,13.86,2.729653239090709,True,relax
-0.1490778830299468,0.3185,0.7957267742918029,0.5800807188547012,68.0,13.84,2.766635733974142,True,relax
-0.1624442985225292,0.158,0.7917267742918068,0.5760807188547031,68.0,13.84,2.7635610989387613,True,relax
0.2442263984516147,0.29,0.788726774291805,0.5720807188547047,68.0,13.84,2.7104275887462945,True,relax
-0.0313783394799617,0.336625,0.7847267742918009,0.570080718854705,68.0,13.84,2.617233466895922,True,relax
0.0784376537671727,0.163125,0.7817267742918041,0.5650807188547052,68.0,13.84,2.4239770064052517,True,relax
0.2213936336294259,0.031125,0.7797267742918018,0.5600807188547055,71.0,13.84,2.170656490604058,True,relax
0.3232453243573536,0.1165,0.7747267742918045,0.557080718854704,71.0,13.84,1.9672702139398976,True,relax
0.0427967305560281,0.3315,0.7717267742918019,0.552080718854707,71.0,13.84,1.8238164827946184,True,relax
-0.024090124135651,0.22525,0.7687267742918068,0.5490807188547058,71.0,13.83,1.7102936163107385,True,relax
-0.013487948723289,0.38075,0.7647267742918052,0.5460807188547063,71.0,13.84,1.4166999472265995,True,relax
-0.0153997397167195,0.3445,0.7617267742918018,0.5440807188547022,71.0,13.83,1.0030338227192477,True,relax
-0.0637573344556007,0.246,0.7587267742918062,0.5400807188547029,71.0,13.83,0.9092936052536832,True,relax
-0.0194230326629065,0.2745,0.7547267742918022,0.5380807188547024,71.0,13.83,0.6654776734373644,True,relax
-0.0371942276834053,0.3315,0.7517267742918037,0.5340807188547032,71.0,13.83,0.2415844228786228,True,relax
-0.0928108630805061,0.297875,0.7477267742918039,0.5320807188547017,71.0,13.83,-0.2323877329522647,True,relax
0.3120345878092278,0.2745,0.7447267742918061,0.5280807188547045,71.0,13.83,-0.6064403618608183,True,relax
-0.0853149727314108,0.391,0.7417267742918027,0.5240807188547035,71.0,13.83,-1.0705750120660311,True,relax
-0.0154949799557545,0.33925,0.7387267742918032,0.5200807188547012,71.0,13.83,-1.3947932113396049,True,relax
0.1008660262146925,0.308125,0.7347267742918043,0.5170807188547056,71.0,13.82,-1.4890964661479096,True,relax
0.2431311894062417,0.3445,0.7327267742918006,0.5140807188547052,71.0,13.82,-1.5034862607979824,True,relax
-0.0223596906949079,0.357375,0.7287267742918045,0.512080718854705,71.0,13.82,-1.3579640565890432,True,relax
-0.1493043788741507,0.269375,0.7267267742918039,0.510080718854704,70.0,13.82,-1.2225312909707364,True,relax
-0.1534510272183152,0.119125,0.7227267742918079,0.5080807188547063,70.0,13.82,-1.1471893767091623,True,relax
-0.1606090657069454,0.41175,0.7197267742918074,0.505080718854704,70.0,13.82,-1.2619397010621238,True,relax
