ECG-mV,EMG-mV,foot_GSR-mV,hand_GSR-mV,HR-bpm,marker-mV,RESP-mV,is_valid,Stress
0.0420777157106055,3.916,-2.113794544240808,-2.802621040174777,70.0,16.37,-2.23589122684561,True,relax
-0.0945247460932518,16.45,-2.1137945442408084,-2.8016210401747808,70.0,10.55,-2.25403762030876,True,relax
0.2406508075529985,20.967,-2.1137945442408057,-2.8026210401747798,70.0,10.01,-2.181699053757864,True,relax
-0.066510509967819,8.66,-2.1137945442408057,-2.8026210401747766,70.0,9.93,-2.258863190443563,True,relax
0.0099319785991394,8.039,-2.1137945442408066,-2.802621040174775,70.0,9.82,-2.485517803216302,True,relax
0.1689734258825707,9.675,-2.114794544240806,-2.8026210401747784,77.0,9.86,-3.0316507807202635,True,relax
0.1926606997985799,5.428,-2.1137945442408075,-2.8026210401747798,77.0,9.93,-2.907250133575301,True,relax
-0.1489118984943949,16.637,-2.1137945442408057,-2.8026210401747758,77.0,9.82,-2.3023040005424438,True,relax
-0.1536082367120219,11.975,-2.1137945442408057,-2.802621040174776,77.0,9.82,-1.756800654667788,True,relax
-0.1492570282608672,24.365,-2.1137945442408057,-2.802621040174777,77.0,9.79,-1.650728509400199,True,relax
-0.1176593052327024,25.152,-2.1137945442408066,-2.802621040174779,77.0,9.86,-1.4340761246778668,True,relax
-0.0785963873586296,22.334,-2.1137945442408053,-2.8026210401747824,77.0,9.76,-0.5968322129786712,True,relax
-0.1478380371191399,9.178,-2.1137945442408066,-2.802621040174777,77.0,9.68,0.1410143546706268,True,relax
0.3188495061133477,19.848,-2.1147945442408043,-2.8026210401747798,77.0,9.85,0.7594745427315246,True,relax
-0.1533040945880769,14.793,-2.114794544240807,-2.802621040174775,77.0,9.67,1.4185591452424289,True,relax
0.0029197858939247,10.401,-2.1157945442408046,-2.802621040174777,77.0,9.77,2.3082787799638345,True,relax
0.1017227057566931,11.312,-2.115794544240807,-2.802621040174779,82.0,9.71,2.638643882585193,True,relax
0.2532842260708227,12.203,-2.115794544240805,-2.802621040174778,82.0,9.73,2.5196647009986446,True,relax
-0.074241783520526,13.322,-2.115794544240805,-2.803621040174777,82.0,9.73,2.35135128964468,True,relax
-0.160729520378259,5.739,-2.115794544240806,-2.802621040174781,82.0,9.74,2.5237135039347427,True,relax
-0.1360822790990402,9.51,-2.1157945442408077,-2.8026210401747758,82.0,9.74,2.6967609947556035,True,relax
-0.1002321655145137,11.892,-2.115794544240805,-2.8046210401747795,82.0,9.74,2.680503203060564,True,relax
-0.0731385765675691,4.247,-2.115794544240804,-2.8026210401747784,82.0,9.73,2.654949354552288,True,relax
-0.1367855763140683,5.718,-2.1157945442408037,-2.8046210401747755,82.0,9.76,2.710108454461829,True,relax
0.3548216603065719,5.718,-2.1177945442408044,-2.802621040174772,82.0,9.76,2.705989282428715,True,relax
-0.1423388687875292,0.787,-2.118794544240807,-2.802621040174777,82.0,9.76,2.522600387486579,True,relax
0.0106987901582716,1.823,-2.118794544240806,-2.802621040174778,82.0,9.76,2.0499500831589312,True,relax
0.1888935874317444,6.713,-2.1177945442408035,-2.8026210401747798,82.0,9.76,1.6580464426693964,True,relax
0.3242025241508029,2.756,-2.117794544240806,-2.8026210401747758,82.0,9.76,2.146897294270826,True,relax
-0.002414516014395,2.113,-2.114794544240807,-2.802621040174776,82.0,9.76,2.8365102166976253,True,relax
-0.0859903759417992,1.015,-2.1137945442408053,-2.802621040174778,84.0,9.76,3.6768925347454817,True,relax
-0.0555468662801722,4.62,-2.113794544240805,-2.8026210401747766,84.0,9.74,4.748051314982717,True,relax
-0.0170917954600094,3.17,-2.110794544240806,-2.802621040174777,84.0,9.74,4.8899933615972815,True,relax
-0.0876169044781411,0.601,-2.110794544240806,-2.802621040174778,84.0,9.72,4.882725212383429,True,relax
-0.1040967775883074,0.849,-2.110794544240807,-2.8026210401747798,84.0,9.71,4.756253134872162,True,relax
0.2755112469708687,1.264,-2.112794544240805,-2.7996210401747823,84.0,9.69,4.5205831226089375,True,relax
-0.1757338108610753,2.03,-2.113794544240807,-2.7996210401747774,84.0,9.68,4.765720891582523,True,relax
-0.0837583699281126,1.305,-2.113794544240806,-2.7996210401747788,84.0,9.69,5.321671876808447,True,relax
0.1285231151426858,0.912,-2.1127945442408067,-2.799621040174781,84.0,9.69,6.148441229070361,True,relax
0.3052049013859237,0.539,-2.1097945442408057,-2.7986210401747766,84.0,9.71,7.126033811822721,True,relax
0.005386222072739,0.414,-2.1077945442408046,-2.798621040174777,84.0,9.72,8.21445419825783,True,relax
-0.1178327390421057,1.14,-2.1047945442408085,-2.796621040174778,84.0,9.74,9.063706668540076,True,relax
-0.1743549605279712,2.445,-2.0987945442408056,-2.7976210401747776,84.0,9.74,8.913795207210326,True,relax
-0.1340905786345297,2.901,-2.0927945442408027,-2.7946210401747797,86.0,9.74,8.48472350076301,True,relax
-0.1999605689061007,2.714,-2.0887945442408045,-2.7946210401747797,86.0,9.73,8.116494935398041,True,relax
-0.1878999349674875,2.424,-2.087794544240807,-2.7946210401747784,86.0,9.73,7.559112594949844,True,relax
0.274139749267606,1.388,-2.0827945442408056,-2.794621040174777,86.0,9.73,6.922579258995266,True,relax
-0.0898114345520044,3.688,-2.077794544240805,-2.794621040174777,86.0,9.73,6.406897401142091,True,relax
-0.0077426715136471,2.735,-2.075794544240805,-2.792621040174778,86.0,9.73,6.262069187499392,True,relax
0.1913375585162114,4.227,-2.0707945442408078,-2.792621040174782,86.0,9.73,5.9980964753310895,True,relax
0.2014023463223716,4.682,-2.062794544240804,-2.792621040174778,86.0,9.73,5.39498081189349,True,relax
-0.087591931568951,5.47,-2.057794544240806,-2.7936210401747794,86.0,9.74,4.96272343345772,True,relax
-0.0847031328818322,6.941,-2.050794544240808,-2.792621040174778,86.0,9.74,5.051325264517605,True,relax
-0.0790002263813648,4.019,-2.044794544240805,-2.79162104017478,86.0,9.74,5.100786917183524,True,relax
-0.0095596785328927,4.703,-2.035794544240805,-2.789621040174779,86.0,9.74,4.9511086907623785,True,relax
-0.103461527407583,5.262,-2.030794544240805,-2.7896210401747763,86.0,9.74,4.832290571523848,True,relax
-0.062785337367432,2.196,-2.0257945442408074,-2.7886210401747773,86.0,9.76,4.744332232653098,True,relax
0.2813937646847821,1.036,-2.0207945442408075,-2.78762104017478,86.0,9.76,4.827233034389462,True,relax
-0.0359912272866455,0.622,-2.0157945442408094,-2.7876210401747783,85.0,9.74,5.040992024351182,True,relax
0.0460040170574781,3.584,-2.011794544240804,-2.78762104017478,85.0,9.74,5.025607938045492,True,relax
0.2323377444565887,1.409,-2.0077945442408085,-2.7876210401747787,85.0,9.74,4.82107919956359,True,relax
0.198983922900564,8.515,-2.006794544240808,-2.788621040174777,85.0,9.76,4.727403922459722,True,relax
-0.0750668337759314,15.249,-2.003794544240808,-2.788621040174779,85.0,9.76,4.87457991081364,True,relax
-0.1168072867937425,2.631,-2.0007945442408057,-2.7876210401747747,85.0,9.76,5.172604660475289,True,relax
-0.129214560719614,3.17,-1.9937945442408056,-2.787621040174776,63.0,9.74,5.671475360490748,True,relax
-0.0802520760886142,1.865,-1.983794544240808,-2.783621040174778,63.0,9.74,6.14118889470806,True,relax
-0.1268723587098717,3.315,-1.979794544240808,-2.784621040174778,63.0,9.76,6.491741843561635,True,relax
0.0309793842503828,2.714,-1.9757945442408056,-2.784621040174778,63.0,9.76,6.813130486033358,True,relax
0.0103610693549612,3.936,-1.9707945442408088,-2.784621040174777,63.0,9.76,7.195350801789171,True,relax
-0.0696708967941266,2.238,-1.966794544240806,-2.7846210401747795,63.0,9.76,7.158398473488892,True,relax
0.0429335147362336,4.827,-1.964794544240806,-2.787621040174778,63.0,9.74,6.942268889267174,True,relax
0.2082130743722633,1.678,-1.961794544240804,-2.7876210401747765,63.0,9.76,6.806957145383505,True,relax
0.0321906277024974,2.258,-1.9617945442408065,-2.7886210401747795,63.0,9.76,6.782458049038651,True,relax
-0.1321311317572008,1.554,-1.960794544240808,-2.7896210401747794,63.0,9.76,6.738766121354896,True,relax
-0.1107732389616876,2.673,-1.9597945442408076,-2.788621040174778,63.0,9.76,6.505875600517285,True,relax
-0.0827831933881736,2.113,-1.959794544240804,-2.7916210401747787,63.0,9.76,6.203780445072592,True,relax
-0.0442366960315806,1.637,-1.9587945442408063,-2.7906210401747757,63.0,9.76,5.832474337383056,True,relax
-0.0912382668153796,1.927,-1.9567945442408063,-2.7836210401747787,63.0,9.76,5.421950687231176,True,relax
0.2640793340547875,2.155,-1.956794544240804,-2.779621040174778,63.0,9.76,4.922202635572086,True,relax
-0.0174430908928352,1.637,-1.9587945442408043,-2.7796210401747747,63.0,9.76,4.5432230584296205,True,relax
0.0030118289951841,1.657,-1.959794544240808,-2.7796210401747783,63.0,9.76,4.145004570932199,True,relax
0.1002421678824063,1.927,-1.959794544240804,-2.778621040174779,85.0,9.76,3.747539531484248,True,relax
0.2490318480614745,9.406,-1.9597945442408056,-2.7776210401747785,85.0,9.76,3.450820046069115,True,relax
0.0081566287044542,5.366,-1.9597945442408056,-2.777621040174779,85.0,9.76,3.1348379726789224,True,relax
-0.1376092647881756,2.921,-1.9597945442408056,-2.7786210401747757,85.0,9.76,2.78958492586678,True,relax
-0.1364861052384574,0.953,-1.9607945442408063,-2.779621040174776,85.0,9.76,2.445052281416957,True,relax
-0.0886814782867179,1.409,-1.961794544240808,-2.77962104017478,85.0,9.76,1.9712311811280845,True,relax
-0.0883832155023557,2.093,-1.9617945442408056,-2.779621040174777,85.0,9.76,1.278112537704736,True,relax
-0.1487527158795263,4.04,-1.9637945442408071,-2.7796210401747805,85.0,9.76,0.5656870397523699,True,relax
0.2830810836187613,18.087,-1.964794544240804,-2.779621040174775,85.0,9.76,-0.2060548431292108,True,relax
-0.1509731525363315,3.936,-1.964794544240806,-2.779621040174777,85.0,9.76,-0.5471228551589231,True,relax
-0.0019651206613426,0.29,-1.966794544240806,-2.7796210401747787,85.0,9.76,-0.98752694909908,True,relax
0.1150998848469948,1.844,-1.9667945442408064,-2.77962104017478,85.0,9.76,-1.4272772808966518,True,relax
0.232262331084988,5.552,-1.966794544240806,-2.7796210401747765,85.0,9.76,-1.7563842042462152,True,relax
-0.0143916740843988,2.838,-1.965794544240806,-2.779621040174779,85.0,9.76,-2.0948582650797256,True,relax
-0.0807320057804293,1.512,-1.964794544240804,-2.7796210401747747,85.0,9.76,-2.3727101959879637,True,relax
-0.0705876157375891,1.844,-1.9647945442408068,-2.779621040174779,85.0,9.76,-2.69995091057873,True,relax
-0.0337510075976467,2.756,-1.9667945442408088,-2.777621040174778,85.0,9.76,-3.146591497776692,True,relax
-0.0679839534966464,7.873,-1.966794544240806,-2.777621040174778,85.0,9.76,-3.502643216069643,True,relax
-0.1240242644559185,5.739,-1.9687945442408037,-2.7776210401747767,85.0,9.76,-3.7081174877062,True,relax
0.257406613155458,1.72,-1.9697945442408071,-2.7776210401747745,85.0,9.76,-3.843025892849499,True,relax
-0.0964045654292718,2.921,-1.970794544240808,-2.777621040174778,85.0,9.76,-3.957380163691506,True,relax
0.0148287084613848,2.155,-1.9717945442408071,-2.7776210401747803,85.0,9.76,-4.131192178532628,True,relax
0.1293842564725283,3.149,-1.9717945442408051,-2.777621040174776,85.0,9.76,-4.21447395583089,True,relax
0.2135230734968065,1.906,-1.9747945442408048,-2.777621040174777,85.0,9.76,-4.18723764822507,True,relax
-0.0545182291879929,1.595,-1.9747945442408064,-2.7776210401747803,85.0,9.76,-4.159495536536075,True,relax
-0.1025341374292231,1.678,-1.976794544240804,-2.778621040174776,85.0,9.76,-4.111260023750521,True,relax
-0.1013558753851474,0.932,-1.9767945442408048,-2.7776210401747803,85.0,9.76,-4.172543628990495,True,relax
-0.0498557855743385,2.921,-1.978794544240806,-2.7776210401747794,85.0,9.76,-4.3333589814735545,True,relax
-0.1079503062039688,3.377,-1.9797945442408056,-2.777621040174778,85.0,9.76,-4.413718814466454,True,relax
-0.144601456628859,2.3,-1.979794544240807,-2.777621040174779,85.0,9.76,-4.393635959236343,True,relax
0.2091832026225708,1.989,-1.981794544240807,-2.776621040174776,85.0,9.76,-4.34312333900303,True,relax
-0.0776478877290719,1.74,-1.9817945442408067,-2.774621040174776,85.0,9.76,-4.312193962895403,True,relax
0.0058126808776483,0.912,-1.9817945442408065,-2.77462104017478,85.0,9.76,-4.310860919915624,True,relax
0.1334355454475531,1.492,-1.981794544240808,-2.7746210401747797,85.0,9.76,-4.279137372913844,True,relax
0.1760599494410708,1.802,-1.9847945442408057,-2.7736210401747785,85.0,9.76,-4.147036552576786,True,relax
-0.0904999776138744,3.191,-1.984794544240807,-2.772621040174778,85.0,9.76,-3.934571751432865,True,relax
-0.1184482851928738,2.01,-1.9847945442408057,-2.7726210401747786,85.0,9.76,-3.6617563178766903,True,relax
-0.1119998783999962,1.388,-1.9857945442408065,-2.7726210401747777,85.0,9.76,-3.478603650215581,True,relax
-0.0443730829745964,0.477,-1.9867945442408044,-2.769621040174778,85.0,9.76,-3.335127190740645,True,relax
-0.1167823745149687,1.678,-1.9867945442408048,-2.769621040174776,85.0,9.76,-3.091340419824732,True,relax
0.0495684640658022,1.699,-1.9867945442408048,-2.7696210401747785,85.0,9.76,-2.76725685004971,True,relax
0.2134925149248229,1.471,-1.989794544240805,-2.76962104017478,85.0,9.76,-2.402890020365242,True,relax
-0.0451749830237788,1.616,-1.9897945442408052,-2.7696210401747847,85.0,9.76,-2.108253490280989,True,relax
0.0364276056885283,2.548,-1.9897945442408067,-2.7696210401747776,86.0,9.76,-1.893360834094475,True,relax
0.1801913754535166,1.906,-1.9917945442408036,-2.7696210401747794,86.0,9.76,-1.3582256351565225,True,relax
0.1280386890417235,1.347,-1.9917945442408045,-2.768621040174776,86.0,9.76,-1.2728614801761675,True,relax
-0.0990762889551669,1.181,-1.9917945442408056,-2.76762104017478,86.0,9.76,-0.9872819535667988,True,relax
-0.1011683052352566,1.285,-1.9917945442408065,-2.7676210401747787,86.0,9.76,-0.6815006318353132,True,relax
-0.0772228974087052,1.16,-1.991794544240806,-2.76762104017478,86.0,9.76,-0.5055310780161681,True,relax
-0.0491993135455437,1.202,-1.9927945442408064,-2.767621040174775,86.0,9.76,-0.3893868361516075,True,relax
-0.1230343044433137,1.948,-1.993794544240804,-2.76762104017478,86.0,9.76,-0.2230814258202422,True,relax
0.2763534116533659,1.637,-1.9937945442408085,-2.767621040174777,86.0,9.76,0.0033716632847338,True,relax
-0.1049417636621987,0.642,-1.993794544240806,-2.7676210401747787,86.0,9.76,0.2599589767258887,True,relax
-0.0158174308426361,0.373,-1.9937945442408045,-2.767621040174776,86.0,9.76,0.4166671006388851,True,relax
0.0858317194028081,2.113,-1.9967945442408055,-2.767621040174776,87.0,9.76,0.4734826669952499,True,relax
0.2041090879674364,1.222,-1.9967945442408075,-2.766621040174775,87.0,9.76,0.520392358808969,True,relax
-0.027888160906215,1.74,-1.9967945442408053,-2.7676210401747827,87.0,9.76,0.5673829152851155,True,relax
-0.1220727441408234,1.202,-1.996794544240807,-2.764621040174776,87.0,9.76,0.5944411369090998,True,relax
-0.11637006096792,1.927,-1.9967945442408044,-2.766621040174777,87.0,9.76,0.5515538904748536,True,relax
-0.0697200320664006,1.285,-1.9987945442408053,-2.767621040174777,87.0,9.76,0.3787081140502142,True,relax
-0.0980779040827525,1.782,-1.9987945442408068,-2.7676210401747774,87.0,9.76,0.2558908218779119,True,relax
-0.146413996002598,1.367,-1.9987945442408053,-2.766621040174778,87.0,9.76,0.1630891092104121,True,relax
0.2742875861009351,1.761,-1.9987945442408064,-2.766621040174776,87.0,9.76,0.1002901570769698,True,relax
-0.1119688094833844,0.414,-1.9987945442408064,-2.764621040174777,87.0,9.76,0.0074812369811474,True,relax
0.0088126964550955,0.663,-2.0017945442408043,-2.7646210401747817,87.0,9.76,-0.1653502844728387,True,relax
0.1316232641583457,1.823,-2.001794544240808,-2.7646210401747813,87.0,9.77,-0.328216941026791,True,relax
0.2054535634482174,2.362,-2.001794544240805,-2.7646210401747804,87.0,9.77,-0.4511311622898963,True,relax
-0.0627017395676838,1.471,-2.001794544240805,-2.764621040174779,87.0,9.76,-0.5841052693363915,True,relax
-0.0998394735996575,1.367,-2.001794544240805,-2.7646210401747773,86.0,9.77,-0.7471514703814761,True,relax
-0.0899436725355264,1.678,-2.0037945442408045,-2.7646210401747786,86.0,9.76,-0.9602818565369384,True,relax
-0.0529817414777487,1.637,-2.0037945442408063,-2.764621040174778,86.0,9.76,-1.3135083976483504,True,relax
-0.0709012994839922,2.3,-2.003794544240806,-2.7646210401747773,86.0,9.76,-1.5768429382154552,True,relax
-0.1216278948329198,1.057,-2.003794544240808,-2.764621040174779,86.0,9.76,-1.7602971933974003,True,relax
0.291936245407865,1.305,-2.003794544240806,-2.7646210401747786,86.0,9.76,-1.8638827451045152,True,relax
-0.1130876887157173,2.486,-2.0037945442408067,-2.7646210401747777,86.0,9.76,-1.9476110381781395,True,relax
0.0214437785056216,2.258,-2.003794544240807,-2.7646210401747804,86.0,9.76,-2.061493376660092,True,relax
0.1366940281799529,4.206,-2.006794544240809,-2.7646210401747764,86.0,9.76,-2.1255409201531497,True,relax
0.2388427495217593,1.699,-2.006794544240805,-2.7646210401747795,86.0,9.76,-2.1197646802741925,True,relax
-0.0289187897042307,3.066,-2.006794544240804,-2.7646210401747795,86.0,9.77,-2.104175517201241,True,relax
-0.0903934696926604,4.04,-2.0067945442408064,-2.7646210401747755,84.0,9.76,-2.1287841363158733,True,relax
-0.084384860709656,4.268,-2.0087945442408053,-2.7646210401747786,84.0,9.77,-2.2036010849421204,True,relax
-0.0937043598276027,0.974,-2.0087945442408053,-2.7646210401747764,84.0,9.76,-2.368636749183245,True,relax
-0.0321786697460103,2.838,-2.0087945442408053,-2.766621040174777,84.0,9.76,-2.413901350857356,True,relax
-0.0936573450252754,2.693,-2.0087945442408057,-2.764621040174777,84.0,9.76,-2.429404944533101,True,relax
-0.114020119324648,2.341,-2.010794544240806,-2.76662104017478,84.0,9.76,-2.435157414666301,True,relax
0.2288162735242933,1.678,-2.011794544240805,-2.76662104017478,84.0,9.76,-2.511168472838783,True,relax
-0.0111079385822895,1.305,-2.0117945442408054,-2.7646210401747746,84.0,9.77,-2.857447655099964,True,relax
0.0771994344752608,2.631,-2.0117945442408054,-2.764621040174775,84.0,9.78,-3.3840043194123397,True,relax
0.2156788084573535,2.175,-2.0117945442408067,-2.7646210401747764,84.0,9.78,-3.860847643201242,True,relax
0.2052165351394325,1.968,-2.011794544240806,-2.7646210401747795,84.0,9.77,-4.02798662100992,True,relax
-0.0863558041361267,2.175,-2.011794544240806,-2.7646210401747777,79.0,9.78,-3.915430062260281,True,relax
-0.13126043908399,1.16,-2.011794544240808,-2.76462104017478,79.0,9.77,-3.683186589119963,True,relax
-0.1477707599698376,0.767,-2.011794544240808,-2.764621040174781,79.0,9.77,-3.611264634475952,True,relax
-0.1342070096343339,0.849,-2.012794544240807,-2.7646210401747795,79.0,9.77,-3.729672440015157,True,relax
-0.1109304100916279,0.994,-2.0127945442408075,-2.764621040174778,79.0,9.77,-3.9584180544120935,True,relax
-0.1913358713645942,0.539,-2.013794544240806,-2.764621040174779,79.0,9.77,-4.147509331623714,True,relax
0.2181565190098107,0.642,-2.013794544240806,-2.76462104017478,79.0,9.77,-3.916953929291391,True,relax
-0.1608890166597671,0.849,-2.0137945442408065,-2.767621040174777,79.0,9.77,-3.656759307249801,True,relax
-0.0249137601168978,1.015,-2.0137945442408056,-2.767621040174781,79.0,9.78,-3.126932726142536,True,relax
0.083646083593342,0.787,-2.013794544240807,-2.767621040174778,80.0,9.77,-2.237481246144123,True,relax
0.2343700420862957,0.601,-2.013794544240806,-2.767621040174779,80.0,9.78,-1.2984117257878696,True,relax
0.0088637831948386,0.746,-2.0137945442408074,-2.767621040174778,80.0,9.78,-0.4797308208989896,True,relax
-0.0742310423955184,0.849,-2.0137945442408056,-2.766621040174778,80.0,9.77,0.1285550163675823,True,relax
-0.0642278218865354,0.601,-2.013794544240805,-2.7646210401747755,80.0,9.77,0.2964395383855072,True,relax
-0.0383871346278795,0.601,-2.0137945442408065,-2.764621040174777,80.0,9.76,0.0239167028122082,True,relax
-0.0139102725950759,0.704,-2.0137945442408074,-2.7646210401747755,80.0,9.76,0.0609806732415769,True,relax
-0.069934314624757,0.704,-2.013794544240805,-2.764621040174779,80.0,9.76,0.1276258197551998,True,relax
0.3274711092076477,0.704,-2.012794544240807,-2.764621040174778,80.0,9.76,0.1138467193727352,True,relax
-0.0486947180795023,0.663,-2.0117945442408063,-2.767621040174784,80.0,9.76,-0.0003618435978447,True,relax
0.043636068797176,0.456,-2.011794544240804,-2.767621040174778,80.0,9.76,-0.2350048773091009,True,relax
0.1425978247432178,0.559,-2.0117945442408054,-2.767621040174777,84.0,9.76,-0.3000871822215858,True,relax
0.253387628276093,0.497,-2.0117945442408085,-2.767621040174776,84.0,9.76,-0.2656133510489153,True,relax
0.0122599816236101,0.477,-2.0117945442408067,-2.76762104017478,84.0,9.77,-0.2715877687998143,True,relax
-0.0904798383997751,3.543,-2.0117945442408067,-2.7676210401747765,84.0,9.77,-0.2680146129162519,True,relax
-0.0984835562262105,5.677,-2.0117945442408063,-2.7676210401747823,84.0,9.78,-0.2848978535069477,True,relax
-0.1213685482795354,4.786,-2.011794544240804,-2.7676210401747783,84.0,9.78,-0.442241253675431,True,relax
-0.0727270969670359,6.733,-2.008794544240807,-2.7646210401747804,84.0,9.78,-0.5700483699419228,True,relax
-0.1711359662867091,4.662,-2.0087945442408075,-2.7676210401747805,84.0,9.78,-0.6683225527580898,True,relax
-0.1991660174499599,2.32,-2.008794544240805,-2.7646210401747804,84.0,9.78,-0.7470669471139701,True,relax
0.1616084073412801,2.155,-2.008794544240809,-2.7646210401747804,84.0,9.78,-0.8562844932361338,True,relax
-0.1163994139681134,2.175,-2.0087945442408066,-2.7646210401747786,84.0,9.77,-0.8759779273762525,True,relax
-0.0247967710235356,1.74,-2.0087945442408057,-2.7646210401747786,84.0,9.77,-0.7061497826892724,True,relax
0.1317811948895701,3.066,-2.0087945442408084,-2.7646210401747804,80.0,9.77,-0.6968023902002933,True,relax
0.1666652641071987,3.771,-2.008794544240808,-2.764621040174777,80.0,9.76,-0.7779378798592025,True,relax
-0.0968529197749831,0.663,-2.008794544240805,-2.763621040174781,80.0,9.76,-0.9395581816820852,True,relax
-0.0845246732395775,0.331,-2.008794544240808,-2.76262104017478,80.0,9.76,-0.8316650269785884,True,relax
-0.0681468390120888,2.03,-2.008794544240806,-2.762621040174778,80.0,9.76,-0.8242599496640697,True,relax
-0.0735631157519873,4.786,-2.0087945442408057,-2.761621040174777,80.0,9.76,-1.1773442876557705,True,relax
-0.016664211565705,6.195,-2.0087945442408053,-2.762621040174778,80.0,9.76,-1.940919184351768,True,relax
0.0626130834400026,1.409,-2.0087945442408035,-2.762621040174777,80.0,9.76,-2.5049855901917653,True,relax
-0.0237122187247109,1.077,-2.008794544240806,-2.7636210401747814,80.0,9.76,-2.7795442642986137,True,relax
0.2573373902441133,1.119,-2.0087945442408066,-2.7646210401747777,80.0,9.76,-2.474595776199389,True,relax
0.0877012575794388,1.575,-2.008794544240808,-2.76462104017478,80.0,9.76,-2.27014050762499,True,relax
0.060284391528734,3.17,-2.0087945442408053,-2.764621040174778,73.0,9.76,-2.826178654386839,True,relax
0.1059615939784364,2.134,-2.0087945442408026,-2.764621040174779,73.0,9.77,-3.2327102283294944,True,relax
0.2285817419044751,0.891,-2.008794544240807,-2.7646210401747786,73.0,9.76,-3.199735059357799,True,relax
0.0349720695388512,0.725,-2.010794544240806,-2.766621040174783,73.0,9.76,-2.5172527975370143,True,relax
-0.1600576778057356,0.539,-2.011794544240804,-2.767621040174781,73.0,9.76,-1.855262915264525,True,relax
-0.1657113239756152,0.767,-2.011794544240806,-2.7666210401747806,73.0,9.76,-1.5437647095113274,True,relax
-0.16220265570238,0.953,-2.0117945442408063,-2.766621040174776,73.0,9.76,-1.7227573041318616,True,relax
-0.1507521813832507,0.808,-2.0117945442408085,-2.767621040174781,73.0,9.74,-1.8922396522400795,True,relax
-0.0935842785107715,0.808,-2.0117945442408063,-2.7676210401747783,73.0,9.74,-2.072210538650232,True,relax
-0.1089247266536857,0.497,-2.011794544240805,-2.766621040174779,73.0,9.74,-2.162668582380265,True,relax
