ECG-mV,EMG-mV,foot_GSR-mV,hand_GSR-mV,HR-bpm,marker-mV,RESP-mV,Stress
0.2093362647196824,0.06725,-4.769357645374927,-2.113646405958129,88.0,22.82,1.9788362747095,relax
-0.0816544590382398,0.057,-4.770357645374936,-2.1146464059581254,88.0,13.76,1.875393837726094,relax
0.0209592622113035,0.06225,-4.773357645374925,-2.115646405958125,88.0,12.4,1.8821086031643093,relax
0.1432847090045415,0.06725,-4.773357645374918,-2.1166464059581207,88.0,11.71,1.8789791832292937,relax
-0.0025939872848939,0.0725,-4.775357645374927,-2.1196464059581266,88.0,11.44,1.856004157923068,relax
-0.0736183077310575,0.07775,-4.777357645374931,-2.1206464059581247,87.0,11.57,1.4431820753717752,relax
-0.0637568746556909,0.0465,-4.778357645374923,-2.12164640595812,87.0,11.83,0.8905114521664171,relax
-0.0870060038454228,0.0465,-4.778357645374934,-2.121646405958132,87.0,11.87,0.2679907737166404,relax
-0.0173892748976496,0.05175,-4.779357645374936,-2.123646405958124,87.0,11.93,-0.4343815053829372,relax
-0.0919561510146355,0.05175,-4.782357645374937,-2.12364640595813,87.0,11.98,-0.7566069609744048,relax
0.2702202854317971,0.1295,-4.783357645374929,-2.125646405958128,87.0,12.6,-0.7086871989469206,relax
-0.1459536168246357,0.09325,-4.7853576453749405,-2.123646405958132,87.0,12.17,-0.6806238548362125,relax
-0.0105883681459552,0.06725,-4.788357645374928,-2.1266464059581334,87.0,11.45,-0.7124185934139737,relax
0.1421928822640954,0.0415,-4.78835764537494,-2.130646405958124,87.0,10.46,-0.8940731082676483,relax
0.0872589112459355,0.0415,-4.789357645374934,-2.1316464059581306,87.0,10.29,-1.125589121371068,relax
-0.055524844798226,0.057,-4.790357645374929,-2.1316464059581346,87.0,10.18,-1.2069683826467332,relax
-0.0442915670346162,0.031,-4.79035764537493,-2.1286464059581287,90.0,10.04,-1.1982126695199549,relax
-0.0601685175919619,0.031,-4.7933576453749245,-2.1286464059581287,90.0,9.95,-1.319323786465578,relax
-0.042272854455131,0.05175,-4.793357645374931,-2.12764640595813,90.0,10.18,-1.560303564547633,relax
-0.0347079464850422,0.0465,-4.794357645374933,-2.1266464059581325,90.0,10.15,-1.7211538609524015,relax
0.1214396849188619,0.07775,-4.7953576453749225,-2.122646405958125,90.0,10.26,-1.6918765585152356,relax
-0.0028973023274068,0.088,-4.798357645374937,-2.118646405958133,90.0,10.34,-1.4624735652414442,relax
-0.0397655353290361,0.0415,-4.798357645374929,-2.113646405958125,90.0,10.37,-1.252946813821708,relax
0.0878097759147137,0.0465,-4.798357645374929,-2.1046464059581305,90.0,10.35,-1.073298261142143,relax
