ECG-mV,EMG-mV,foot_GSR-mV,hand_GSR-mV,HR-bpm,marker-mV,RESP-mV,Stress
0.2309884001398398,0.207,-0.317229103909428,-1.0161402231123209,88.0,16.63,-0.6769853240536581,relax
0.0118270531541398,0.207,-0.3192291039094293,-1.021140223112322,88.0,15.66,-0.5307954505508196,relax
-0.0667722382711572,0.186,-0.3192291039094286,-1.0261402231123162,88.0,13.54,-0.3545903087909562,relax
-0.0609078413977803,0.228,-0.3212291039094367,-1.0311402231123357,88.0,12.37,-0.1983691058563316,relax
-0.0716673783615998,0.228,-0.32222910390943,-1.0361402231123242,88.0,11.37,-0.0521310532526563,relax
-0.0401252837552658,0.435,-0.3232291039094347,-1.041140223112338,88.0,10.93,-0.05587536719481,relax
-0.1233406275648487,0.228,-0.3242291039094342,-1.043140223112324,88.0,10.71,0.0503987311063681,relax
0.1216447265401886,0.228,-0.3262291039094302,-1.044140223112325,88.0,10.35,0.2866920151564111,relax
-0.0621924348439127,0.249,-0.3272291039094277,-1.043140223112298,88.0,10.48,0.5430052528892689,relax
0.0381443186990479,0.186,-0.3272291039094335,-1.0321402231123258,88.0,10.56,0.6093392063790822,relax
0.1976715636293766,0.249,-0.3272291039094328,-1.0071402231123332,91.0,10.4,0.6756946315523854,relax
0.022426005706123,0.186,-0.3292291039094308,-0.980140223112312,91.0,10.21,0.8820722779008148,relax
-0.0885360688626036,0.166,-0.3292291039094292,-0.9451402231123296,91.0,10.33,1.0584728881948358,relax
-0.0681398722325581,0.207,-0.3312291039094373,-0.9071402231123245,91.0,10.24,1.114897198198727,relax
-0.0702937059833812,0.186,-0.3322291039094323,-0.8651402231123256,91.0,10.27,1.1713459363871477,relax
-0.041891031327034,0.228,-0.3322291039094355,-0.8221402231123339,91.0,10.62,1.107819823663509,relax
-0.1258129706704964,0.207,-0.3342291039094315,-0.7741402231123126,91.0,10.07,1.004319573080492,relax
0.136068820788701,0.249,-0.3342291039094338,-0.7221402231123157,91.0,10.04,0.9808458895628078,relax
-0.0391110133361508,0.207,-0.3372291039094295,-0.6741402231123321,91.0,10.02,0.8673994696324903,relax
0.0647850872913069,0.186,-0.3372291039094376,-0.6251402231123421,91.0,10.11,0.6739810011367828,relax
0.2238940945828706,0.166,-0.3372291039094321,-0.5781402231123228,91.0,10.06,0.4905911629788092,relax
0.0103488593214678,0.207,-0.3392291039094317,-0.5371402231123039,91.0,10.08,0.3172306248510758,relax
-0.0807253515536659,0.456,-0.3392291039094359,-0.4991402231123296,93.0,10.07,0.1639000469719014,relax
-0.0712141510139259,0.269,-0.341229103909431,-0.4691402231123265,93.0,10.07,-0.039399920175154,relax
-0.0600170685257334,0.228,-0.3422291039094385,-0.4411402231123288,93.0,10.06,-0.2526686360988627,relax
-0.0570502409872671,0.228,-0.3422291039094357,-0.4201402231123265,93.0,10.06,-0.5559054705548406,relax
-0.117248681184053,0.166,-0.3432291039094301,-0.4021402231123166,93.0,10.05,-0.7391098037970381,relax
0.1344319413480546,0.186,-0.3442291039094337,-0.3911402231123159,93.0,10.04,-0.8222810268261055,relax
-0.0249859415968145,0.207,-0.3452291039094294,-0.3831402231123157,93.0,10.04,-0.8854185416345896,relax
0.081497536100179,0.186,-0.3462291039094366,-0.380140223112337,93.0,10.04,-0.9485217614489484,relax
