ECG-mV,EMG-mV,foot_GSR-mV,hand_GSR-mV,HR-bpm,marker-mV,RESP-mV,Stress
-0.0735603653807354,0.259,5.466992492589671,4.390778130137069,94.0,45.32,-0.4628642294263291,relax
-0.0729457613555335,0.23825,5.477992492589666,4.4207781301370845,94.0,22.32,-0.4615000583645572,relax
-0.14188079587409,0.2435,5.492992492589671,4.461778130137076,94.0,13.55,-0.5101810585117058,relax
-0.137489210411008,0.02325,5.507992492589668,4.499778130137077,94.0,12.67,-0.5689072375737643,relax
-0.1289004956329982,0.119125,5.52399249258967,4.543778130137074,94.0,11.92,-0.6476785852788625,relax
-0.1142467054320987,0.370375,5.539992492589673,4.597778130137078,94.0,11.35,-0.736495073386654,relax
-0.1076592461644241,0.300375,5.552992492589669,4.663778130137061,94.0,11.09,-0.7653566557066864,relax
-0.0902657327790505,0.248625,5.566992492589662,4.742778130137071,94.0,10.78,-0.7142632681257228,relax
-0.0121870003898671,0.0285,5.584992492589662,4.825778130137064,94.0,10.46,-0.6432148286440419,relax
-0.0745343539848032,0.02075,5.599992492589667,4.889778130137076,94.0,10.51,-0.6822112374207496,relax
-0.094407130598426,0.02075,5.6189924925896655,4.951778130137073,91.0,10.55,-0.7912523768280344,relax
0.7671093623074704,0.22275,5.641992492589663,5.011778130137063,91.0,10.68,-0.7703381115142383,relax
-0.0730545190620667,0.3315,5.672992492589666,5.055778130137065,91.0,10.26,-0.7094682884758368,relax
-0.065951585734537,0.36775,5.697992492589664,5.084778130137061,91.0,10.37,-0.688642737137984,relax
-0.027617134525694,0.347,5.733992492589667,5.258778130137074,91.0,10.49,-0.7778612694438629,relax
0.1239312383547486,0.357375,5.736992492589664,5.272778130137079,91.0,10.5,-0.7771236799523716,relax
0.1486933364858262,0.385875,5.749992492589672,5.350778130137065,91.0,10.48,-0.6864297459441805,relax
-0.0493144022535001,0.33925,5.761992492589666,5.384778130137074,91.0,10.5,-0.5457792275359227,relax
-0.0810600996023287,0.404,5.768992492589665,5.403778130137071,91.0,10.5,-0.3751718678023047,relax
-0.0784980107485728,0.3755,5.776992492589665,5.394778130137064,91.0,10.5,-0.224607392905965,relax
-0.0755704190855495,0.308125,5.782992492589665,5.3967781301370765,87.0,10.49,-0.0240855122349079,relax
-0.0792097845496554,0.328875,5.782992492589666,5.376778130137055,87.0,10.49,0.1963940814530621,relax
-0.0853410721831838,0.041375,5.782992492589663,5.353778130137074,87.0,10.49,0.4068317118786797,relax
-0.0838841840534956,0.038875,5.782992492589665,5.322778130137069,87.0,10.49,0.617227719082936,relax
-0.0197564167106633,0.02075,5.780992492589662,5.254778130137073,87.0,10.49,0.8175824592624472,relax
-0.087874867958832,0.372875,5.775992492589664,5.173778130137074,87.0,10.48,0.8678963045985146,relax
-0.1231587207452812,0.259,5.769992492589664,5.103778130137071,87.0,10.48,1.0181696430803042,relax
0.846468661751058,0.119125,5.7609924925896685,5.006778130137082,87.0,10.48,1.2384028783222985,relax
0.0110778874819557,0.370375,5.748992492589669,4.893778130137068,87.0,10.48,1.388596429376285,relax
-0.1312680189435282,0.347,5.735992492589668,4.766778130137083,87.0,10.48,1.3687507305380475,relax
-0.0825148400894913,0.349625,5.721992492589664,4.62177813013707,89.0,10.46,1.2588662311489196,relax
0.0603819654734948,0.35225,5.706992492589669,4.43377813013707,89.0,10.46,1.1189433953922323,relax
0.0984567611017456,0.349625,5.687992492589675,4.2317781301371005,89.0,10.46,1.0289827020849305,relax
-0.0942664040602813,0.3315,5.667992492589671,4.027778130137066,89.0,10.46,0.8289846444642087,relax
-0.1247735783336287,0.362625,5.64499249258967,3.8307781301370794,89.0,10.46,0.6589497299694121,relax
-0.1200603623110017,0.365125,5.620992492589665,3.6577781301370775,89.0,10.46,0.4188784800189113,relax
-0.1071310698705063,0.385875,5.59699249258967,3.50577813013707,89.0,10.45,0.1287714297820556,relax
-0.1089976387725171,0.31075,5.567992492589672,3.3757781301370726,89.0,10.45,-0.0413708720538165,relax
-0.1076783411781441,0.3185,5.537992492589671,3.260778130137071,89.0,10.45,-0.1115478635214963,relax
-0.0631963494391361,0.05175,5.499992492589672,3.149778130137086,89.0,10.45,-0.2117589696171462,relax
-0.0385782154470694,0.044,5.463992492589662,3.040778130137065,94.0,10.45,-0.2420036025489342,relax
-0.1098523226474388,0.038875,5.42799249258967,2.924778130137079,94.0,10.45,-0.332281161990937,relax
-0.0220473685499057,0.111375,5.351992492589669,2.7197781301370885,94.0,10.45,-0.3825910353427121,relax
0.9338090677000268,0.336625,5.347992492589667,2.706778130137074,94.0,10.45,-0.3829325979942519,relax
-0.0993081767877757,0.370375,5.308992492589662,2.6197781301370617,94.0,10.45,-0.4233052135967855,relax
-0.0934207280843706,0.32375,5.268992492589671,2.535778130137075,94.0,10.45,-0.4537082343392453,relax
-0.006545766993731,0.240875,5.227992492589667,2.4537781301370742,94.0,10.45,-0.5441410012305559,relax
0.1683046414920306,0.031125,5.185992492589667,2.3827781301370714,94.0,10.45,-0.5846028443878694,relax
0.0141239646996048,0.341875,5.14599249258967,2.306778130137076,94.0,10.45,-0.5950930833306786,relax
-0.0920886414468015,0.191625,5.10699249258967,2.233778130137082,94.0,10.45,-0.6256110272809241,relax
-0.0893284326924501,0.32625,5.066992492589674,2.1637781301370884,94.0,10.44,-0.6761559754690472,relax
-0.0965854201320522,0.393625,5.028992492589668,2.097778130137084,94.0,10.44,-0.696727217446092,relax
-0.0978449354703882,0.12425,4.990992492589673,2.0377781301370748,77.0,10.44,-0.6773240334017502,relax
-0.0990883883753022,0.305625,4.95199249258967,1.984778130137077,77.0,10.44,-0.6579456944882931,relax
-0.1012941800714236,0.191625,4.914992492589669,1.9307781301370797,77.0,10.44,-0.6585914631504488,relax
-0.0684387324486402,0.227875,4.87599249258967,1.873778130137071,77.0,10.44,-0.6592605934609557,relax
-0.0334975887124253,0.158,4.840992492589669,1.820778130137078,77.0,10.44,-0.6399523314619657,relax
-0.11744654006026,0.1165,4.801992492589666,1.773778130137074,77.0,10.44,-0.7106659155120052,relax
-0.1192627330429383,0.271875,4.763992492589668,1.7287781301370877,77.0,10.44,-0.7614005766384986,relax
0.9860742858871988,0.398875,4.726992492589666,1.6877781301370662,77.0,10.44,-0.7821555388955541,relax
-0.1034183712650666,0.347,4.6919924925896686,1.6537781301370675,77.0,10.44,-0.7629300197268396,relax
-0.1157277374817384,0.36775,4.656992492589671,1.610778130137078,77.0,10.44,-0.6937232303336056,relax
-0.0408456266816888,0.370375,4.6199924925896685,1.554778130137084,77.0,10.44,-0.6045343760473333,relax
0.135230920181252,0.35225,4.583992492589666,1.4977781301370676,77.0,10.44,-0.5253626567070173,relax
0.0184993936230736,0.372875,4.548992492589671,1.4537781301370891,82.0,10.44,-0.4062072670406967,relax
-0.1120482144953509,0.370375,4.512992492589671,1.4157781301370815,82.0,10.44,-0.2370673970509386,relax
-0.1214252310152448,0.3445,4.480992492589669,1.373778130137074,82.0,10.43,-0.0879422324042283,relax
-0.1136499205817967,0.29,4.44699249258967,1.3337781301370817,82.0,10.43,0.0711690451763572,relax
-0.1107449202740445,0.36,4.414992492589667,1.3007781301370756,82.0,10.44,0.1402672575152674,relax
-0.1077365128196653,0.256375,4.383992492589671,1.2737781301370783,82.0,10.44,0.1993532295857697,relax
-0.0996537670557782,0.38075,4.352992492589668,1.245778130137077,82.0,10.43,0.3084277891088357,relax
-0.0315275787390822,0.406625,4.322992492589675,1.2177781301370736,82.0,10.43,0.477491766149848,relax
-0.0883896479526957,0.357375,4.294992492589665,1.1957781301370736,82.0,10.43,0.6165459927133462,relax
-0.1152714311169593,0.365125,4.265992492589672,1.1737781301370795,82.0,10.43,0.7455913023363567,relax
0.7727968940468336,0.19425,4.237992492589668,1.150778130137066,82.0,10.43,0.8646285296804472,relax
0.1257874133089815,0.03625,4.210992492589668,1.1257781301370784,84.0,10.43,0.9736585101227496,relax
-0.1143246244207516,0.025875,4.184992492589668,1.1007781301370727,84.0,10.43,1.082682079346427,relax
-0.0695600238844841,0.35225,4.159992492589669,1.0767781301370754,84.0,10.43,1.1117000729305386,relax
0.0720649966654966,0.3445,4.135992492589664,1.0487781301370809,84.0,10.43,1.0907133259397988,relax
0.1385392814500602,0.341875,4.1119924925896685,1.0217781301370703,84.0,10.43,0.9397226725142775,relax
-0.0651429659153357,0.370375,4.089992492589667,0.992778130137077,84.0,10.43,0.70872894545929,relax
-0.1039820728612897,0.385875,4.06599249258967,0.9647781301370814,84.0,10.43,0.477732975835529,relax
-0.103972977194222,0.22275,4.044992492589666,0.9357781301370798,84.0,10.43,0.3567355925496766,relax
-0.0971054901453042,0.25375,4.022992492589666,0.9077781301370652,84.0,10.43,0.2657376219453553,relax
-0.0993647315850725,0.16575,4.002992492589669,0.8807781301370695,84.0,10.43,0.1647398873947431,relax
-0.1017317200005661,0.119125,3.982992492589663,0.8537781301370814,84.0,10.43,0.0537432088906469,relax
-0.0471840947119109,0.196875,3.965992492589671,0.8267781301370841,83.0,10.43,-0.0272515973606482,relax
-0.0706969435801727,0.32375,3.9459924925896654,0.8007781301370716,83.0,10.43,-0.0682437193459883,relax
-0.123243706256922,0.385875,3.928992492589669,0.7757781301370666,83.0,10.43,-0.1092323496511678,relax
0.2682028790624299,0.292625,3.91099249258967,0.7507781301370761,83.0,10.43,-0.2002166858660907,relax
0.5706698183475529,0.3885,3.893992492589668,0.7257781301370804,83.0,10.43,-0.291195930989149,relax
-0.1308170733666079,0.2875,3.8779924925896663,0.7007781301370749,83.0,10.43,-0.4321692938309622,relax
-0.1002340535248928,0.357375,3.861992492589666,0.6777781301370664,83.0,10.43,-0.5231359894172468,relax
0.0084397489029185,0.212375,3.845992492589669,0.6547781301370671,83.0,10.43,-0.5840952393908847,relax
0.1472216424617596,0.183875,3.830992492589663,0.6367781301370791,83.0,10.43,-0.5950462724131796,relax
-0.0448751882404474,0.31075,3.8199924925896656,0.6207781301370748,83.0,10.43,-0.6059883245640568,relax
-0.1128420978485453,0.261625,3.8049924925896663,0.5977781301370886,83.0,10.43,-0.6469206397414105,relax
-0.1126752380614086,0.199375,3.789992492589669,0.5767781301370808,81.0,10.43,-0.6478424700592456,relax
-0.1063756520477437,0.303,3.774992492589671,0.5557781301370674,81.0,10.43,-0.6287530762447233,relax
-0.1019492051746957,0.35475,3.7609924925896654,0.5357781301370677,81.0,10.43,-0.6096517280338851,relax
-0.1034063571853399,0.362625,3.7479924925896686,0.5157781301370854,81.0,10.43,-0.630537704565962,relax
-0.0417617860849324,0.36775,3.734992492589668,0.4957781301370703,81.0,10.43,-0.6414102947761144,relax
-0.0760338786396288,0.27975,3.7209924925896662,0.4757781301370711,81.0,10.43,-0.7022687977863378,relax
-0.1222441064116265,0.02325,3.708992492589669,0.4587781301370717,81.0,10.43,-0.7631125232944507,relax
0.4185836904661258,0.233125,3.696992492589672,0.4387781301370674,81.0,10.41,-0.7739407919608542,relax
0.496424087121787,0.349625,3.683992492589669,0.4217781301370772,81.0,10.43,-0.764752935793038,relax
-0.1277491008370777,0.25375,3.6739924925896665,0.4027781301370754,81.0,10.41,-0.7355482985273459,relax
-0.0909619775976346,0.199375,3.661992492589665,0.3847781301370672,81.0,10.43,-0.7463262360078396,relax
0.0277602604526333,0.38325,3.651992492589671,0.3677781301370762,81.0,10.43,-0.74708611656202,relax
0.1513941146485971,0.38325,3.641992492589672,0.3507781301370811,80.0,10.41,-0.7278273213730013,relax
-0.0500814873519986,0.349625,3.63199249258967,0.3327781301370737,80.0,10.41,-0.6985492448478141,relax
-0.1096845453518799,0.36,3.6219924925896674,0.3177781301370685,80.0,10.41,-0.6792512949815024,relax
-0.1124294406681566,0.32625,3.613992492589672,0.3007781301370709,80.0,10.43,-0.6499328937166253,relax
-0.1073265047102093,0.393625,3.604992492589667,0.285778130137083,80.0,10.41,-0.640593477297795,relax
-0.1053817123815362,0.328875,3.594992492589665,0.2687781301370684,80.0,10.41,-0.6212324966208572,relax
-0.107596506475083,0.16575,3.585992492589672,0.2537781301370724,80.0,10.41,-0.5318494175761859,relax
-0.0719677550666871,0.36775,3.576992492589671,0.2377781301370677,80.0,10.41,-0.3924437213857525,relax
-0.0404878398491566,0.33925,3.5689924925896666,0.2207781301370776,80.0,10.41,-0.2230149049334004,relax
-0.1231448695172198,0.341875,3.5599924925896715,0.2057781301370684,80.0,10.41,-0.0635624810879297,relax
-0.0899230088242205,0.28225,3.55199249258967,0.1917781301370854,80.0,10.41,0.0759140209815668,relax
0.9801970891193972,0.031125,3.5439924925896693,0.1767781301370662,82.0,10.41,0.2254150554986774,relax
-0.107762237727772,0.19425,3.5349924925896734,0.1637781301370826,82.0,10.41,0.3949410597814123,relax
-0.1127762522531606,0.341875,3.52899249258967,0.1487781301370815,82.0,10.41,0.5344924539532058,relax
-0.02881846314539,0.246,3.521992492589671,0.1337781301370792,82.0,10.41,0.6740696406637245,relax
0.1441386961675709,0.03625,3.5139924925896726,0.121778130137069,82.0,10.41,0.7836730048201169,relax
0.0171231738105018,0.1165,3.5079924925896626,0.1067781301370701,82.0,10.41,0.8833029133289821,relax
-0.1058373902167775,0.2875,3.5019924925896646,0.0917781301370625,82.0,10.41,0.9829597148496776,relax
-0.1147163318222039,0.35475,3.493992492589668,0.0797781301370582,82.0,10.41,1.1026437395593458,relax
-0.1064885922399992,0.26675,3.486992492589666,0.0647781301370702,82.0,10.41,1.2323552989302893,relax
